ID,Year,Mnth,Day,Flow0,SYM
13340000,1981,12,14,3080.0,A
13340000,1981,12,15,3400.0,A
13340000,1981,12,16,3850.0,A
13340000,1981,12,17,3450.0,A
13340000,1981,12,18,2840.0,A
13340000,1981,12,19,2740.0,A
13340000,1981,12,20,5330.0,A
13340000,1981,12,21,5460.0,A
13340000,1981,12,22,4700.0,A
13340000,1981,12,23,4020.0,A
13340000,1981,12,24,3640.0,A
13340000,1981,12,25,3380.0,A
13340000,1981,12,26,3320.0,A
13340000,1981,12,27,3240.0,A
13340000,1981,12,28,3110.0,A
13340000,1981,12,29,2910.0,A
13340000,1981,12,30,2800.0,A
13340000,1981,12,31,2620.0,A
13340000,1982,1,1,2510.0,A
13340000,1982,1,2,2360.0,A
13340000,1982,1,3,2350.0,A
13340000,1982,1,4,2450.0,A
13340000,1982,1,5,1800.0,A
13340000,1982,1,6,1600.0,A
13340000,1982,1,7,1700.0,A
13340000,1982,1,8,2040.0,A
13340000,1982,1,9,2410.0,A
13340000,1982,1,10,2360.0,A
13340000,1982,1,11,2500.0,A
13340000,1982,1,12,2580.0,A
13340000,1982,1,13,2670.0,A
13340000,1982,1,14,2630.0,A
13340000,1982,1,15,2630.0,A
13340000,1982,1,16,2900.0,A
13340000,1982,1,17,3270.0,A
13340000,1982,1,18,3740.0,A
13340000,1982,1,19,3480.0,A
13340000,1982,1,20,3210.0,A
13340000,1982,1,21,2740.0,A
13340000,1982,1,22,2640.0,A
13340000,1982,1,23,2580.0,A
13340000,1982,1,24,5000.0,A
13340000,1982,1,25,6250.0,A
13340000,1982,1,26,5700.0,A
13340000,1982,1,27,5940.0,A
13340000,1982,1,28,5100.0,A
13340000,1982,1,29,4490.0,A
13340000,1982,1,30,4130.0,A
13340000,1982,1,31,4080.0,A
13340000,1982,2,1,3940.0,A
13340000,1982,2,2,3750.0,A
13340000,1982,2,3,3590.0,A
13340000,1982,2,4,2690.0,A
13340000,1982,2,5,1880.0,A
13340000,1982,2,6,1860.0,A
13340000,1982,2,7,1870.0,A
13340000,1982,2,8,1900.0,A
