x,y,SPEED_MAX_GUST,MAX_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION,SNOW_ON_GROUND,LOCAL_YEAR,LOCAL_MONTH,PROVINCE_CODE,DIRECTION_MAX_GUST_FLAG,STATION_NAME,MIN_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS,MAX_REL_HUMIDITY,TOTAL_SNOW_FLAG,TOTAL_RAIN_FLAG,LOCAL_DATE,TOTAL_SNOW,MEAN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,MAX_TEMPERATURE,LOCAL_DAY,HEATING_DEGREE_DAYS_FLAG,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST_FLAG,MEAN_TEMPERATURE,MIN_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST,TOTAL_RAIN,CLIMATE_IDENTIFIER,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS,MAX_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS_FLAG,ID,MIN_TEMPERATURE
-118.02972222222222,52.92638888888889,,,0.4,,2001,4,AB,,JASPER WARDEN,,14.3,,,,2001-04-18 00:00:00,0,,,10.9,18,,,,3.7,,,0.4,3053536,,0,,,3053536.2001.4.18,-3.6
-118.02972222222222,52.92638888888889,,,0.2,,2001,4,AB,,JASPER WARDEN,,14,,,,2001-04-19 00:00:00,0,,,10.9,19,,,,4,,,0.2,3053536,,0,,,3053536.2001.4.19,-2.9
-118.02972222222222,52.92638888888889,,,0,,2001,4,AB,,JASPER WARDEN,,17.1,,,,2001-04-20 00:00:00,0,,,4.8,20,,,,0.9,,,0,3053536,,0,,,3053536.2001.4.20,-3.1
-118.02972222222222,52.92638888888889,,,0,,2001,4,AB,,JASPER WARDEN,,16.6,,,,2001-04-21 00:00:00,0,,,11.5,21,,,,1.4,,,0,3053536,,0,,,3053536.2001.4.21,-8.8
-118.02972222222222,52.92638888888889,,,0.2,,2001,4,AB,,JASPER WARDEN,,16.1,,,,2001-04-22 00:00:00,0,,,11,22,,,,1.9,,,0.2,3053536,,0,,,3053536.2001.4.22,-7.2
-118.02972222222222,52.92638888888889,,,0,,2001,4,AB,,JASPER WARDEN,,11.7,,,,2001-04-23 00:00:00,0,,,11.4,23,,,,6.3,,,0,3053536,,0,,,3053536.2001.4.23,1.2
-118.02972222222222,52.92638888888889,,,0,,2001,4,AB,,JASPER WARDEN,,9.4,,,,2001-04-24 00:00:00,0,,,13.1,24,,,,8.6,,,0,3053536,,0,,,3053536.2001.4.24,4
-118.02972222222222,52.92638888888889,,,1.2,,2001,4,AB,,JASPER WARDEN,,8,,,,2001-04-25 00:00:00,0,,,14.9,25,,,,10,,,1.2,3053536,,0,,,3053536.2001.4.25,5.1
-118.02972222222222,52.92638888888889,,,0,,2001,4,AB,,JASPER WARDEN,E,7.6,,,,2001-04-26 00:00:00,0,E,,20.8,26,E,,,10.4,,,0,3053536,,0,E,E,3053536.2001.4.26,-0.1
-118.02972222222222,52.92638888888889,,,0.8,,2001,4,AB,,JASPER WARDEN,,6.4,,,,2001-04-27 00:00:00,0,,,19.6,27,,,,11.6,,,0.8,3053536,,0,,,3053536.2001.4.27,3.6
-118.02972222222222,52.92638888888889,,,5.4,,2001,4,AB,,JASPER WARDEN,,11.3,,,,2001-04-28 00:00:00,0,,,11.1,28,,,,6.7,,,5.4,3053536,,0,,,3053536.2001.4.28,2.2
-118.02972222222222,52.92638888888889,,,0.4,,2001,4,AB,,JASPER WARDEN,,14.5,,,,2001-04-29 00:00:00,0,,,10,29,,,,3.5,,,0.4,3053536,,0,,,3053536.2001.4.29,-3
-118.02972222222222,52.92638888888889,,,0.6,,2001,4,AB,,JASPER WARDEN,,13.7,,,,2001-04-30 00:00:00,0,,,10.3,30,,,,4.3,,,0.6,3053536,,0,,,3053536.2001.4.30,-1.8
-118.02972222222222,52.92638888888889,,,0.7,0,2001,5,AB,,JASPER WARDEN,,15,,E,,2001-05-01 00:00:00,0.7,,,9,1,,E,,3,,,0,3053536,,0,,,3053536.2001.5.1,-3
-118.02972222222222,52.92638888888889,,,0,0,2001,5,AB,,JASPER WARDEN,,12.8,,,,2001-05-02 00:00:00,0,,,11.1,2,,,,5.2,,,0,3053536,,0,,,3053536.2001.5.2,-0.7
-118.02972222222222,52.92638888888889,,,0,0,2001,5,AB,,JASPER WARDEN,,9.3,,,,2001-05-03 00:00:00,0,,,14.6,3,,,,8.7,,,0,3053536,,0,,,3053536.2001.5.3,2.8
-118.02972222222222,52.92638888888889,,,0.2,0,2001,5,AB,,JASPER WARDEN,,8.8,,,,2001-05-04 00:00:00,0,,,14.2,4,,,,9.2,,,0.2,3053536,,0,,,3053536.2001.5.4,4.2
-118.02972222222222,52.92638888888889,,,1.2,0,2001,5,AB,,JASPER WARDEN,,12.1,,,,2001-05-05 00:00:00,0,,,9.8,5,,,,5.9,,,1.2,3053536,,0,,,3053536.2001.5.5,2
-118.02972222222222,52.92638888888889,,,0,0,2001,5,AB,,JASPER WARDEN,,12.9,,,,2001-05-06 00:00:00,0,,,12,6,,,,5.1,,,0,3053536,,0,,,3053536.2001.5.6,-1.8
-118.02972222222222,52.92638888888889,,,0,0,2001,5,AB,,JASPER WARDEN,,14,,,,2001-05-07 00:00:00,0,,,13.2,7,,,,4,,,0,3053536,,0,,,3053536.2001.5.7,-5.2
-118.02972222222222,52.92638888888889,,,0,0,2001,5,AB,,JASPER WARDEN,,11.3,,,,2001-05-08 00:00:00,0,,,12.5,8,,,,6.7,,,0,3053536,,0,,,3053536.2001.5.8,0.8
-118.02972222222222,52.92638888888889,,,0,0,2001,5,AB,,JASPER WARDEN,,15.6,,,,2001-05-09 00:00:00,0,,,11.6,9,,,,2.4,,,0,3053536,,0,,,3053536.2001.5.9,-6.8
-118.02972222222222,52.92638888888889,,,0,0,2001,5,AB,,JASPER WARDEN,,13.4,,,,2001-05-10 00:00:00,0,,,12.6,10,,,,4.6,,,0,3053536,,0,,,3053536.2001.5.10,-3.5
-118.02972222222222,52.92638888888889,,,0,0,2001,5,AB,,JASPER WARDEN,,13.3,,,,2001-05-11 00:00:00,0,,,11.8,11,,,,4.7,,,0,3053536,,0,,,3053536.2001.5.11,-2.5
-118.02972222222222,52.92638888888889,,,2,0,2001,5,AB,,JASPER WARDEN,,7.4,,,,2001-05-12 00:00:00,0,,,24.2,12,,,,10.6,,,2,3053536,,0,,,3053536.2001.5.12,-3.1
-118.02972222222222,52.92638888888889,,,2.2,0,2001,5,AB,,JASPER WARDEN,,7.2,,,,2001-05-13 00:00:00,0,,,17.6,13,,,,10.8,,,2.2,3053536,,0,,,3053536.2001.5.13,4
-118.02972222222222,52.92638888888889,,,0,0,2001,5,AB,,JASPER WARDEN,,9,,,,2001-05-14 00:00:00,0,,,15.1,14,,,,9,,,0,3053536,,0,,,3053536.2001.5.14,2.9
-118.02972222222222,52.92638888888889,,,0.2,0,2001,5,AB,,JASPER WARDEN,,9.2,,,,2001-05-15 00:00:00,0,,,14.3,15,,,,8.8,,,0.2,3053536,,0,,,3053536.2001.5.15,3.2
-118.02972222222222,52.92638888888889,,,4.3,0,2001,5,AB,,JASPER WARDEN,,12,,E,E,2001-05-16 00:00:00,2,,,14.8,16,,E,,6,,,2.3,3053536,,0,,,3053536.2001.5.16,-2.9
-118.02972222222222,52.92638888888889,,,0,2,2001,5,AB,,JASPER WARDEN,,10,,,,2001-05-17 00:00:00,0,,,12.3,17,,,,8,,,0,3053536,,0,,,3053536.2001.5.17,3.6
-118.02972222222222,52.92638888888889,,,0.4,0,2001,5,AB,,JASPER WARDEN,,11.9,,,,2001-05-18 00:00:00,0,,,11.3,18,,,,6.1,,,0.4,3053536,,0,,,3053536.2001.5.18,0.8
-118.02972222222222,52.92638888888889,,,4.6,0,2001,5,AB,,JASPER WARDEN,,12.9,,,E,2001-05-19 00:00:00,0,,,9.7,19,,E,,5.1,,,4.6,3053536,,0,,,3053536.2001.5.19,0.5
-118.02972222222222,52.92638888888889,,,0,0,2001,5,AB,,JASPER WARDEN,,11.4,,,,2001-05-20 00:00:00,0,,,13.3,20,,,,6.6,,,0,3053536,,0,,,3053536.2001.5.20,-0.2
-118.02972222222222,52.92638888888889,,,0,0,2001,5,AB,,JASPER WARDEN,,7.7,,,,2001-05-21 00:00:00,0,,,18,21,,,,10.3,,,0,3053536,,0,,,3053536.2001.5.21,2.5
-118.02972222222222,52.92638888888889,,,0,0,2001,5,AB,,JASPER WARDEN,,4.5,,,,2001-05-22 00:00:00,0,,,24.3,22,,,,13.5,,,0,3053536,,0,,,3053536.2001.5.22,2.7
-118.02972222222222,52.92638888888889,,,0,0,2001,5,AB,,JASPER WARDEN,,3.6,,,,2001-05-23 00:00:00,0,,,26.7,23,,,,14.4,,,0,3053536,,0,,,3053536.2001.5.23,2
-118.02972222222222,52.92638888888889,,,0.4,0,2001,5,AB,,JASPER WARDEN,,3.5,,,,2001-05-24 00:00:00,0,,,22.8,24,,,,14.5,,,0.4,3053536,,0,,,3053536.2001.5.24,6.1
-118.02972222222222,52.92638888888889,,,0.4,0,2001,5,AB,,JASPER WARDEN,,5.1,,,E,2001-05-25 00:00:00,0,,,24.4,25,,E,,12.9,,,0.4,3053536,,0,,,3053536.2001.5.25,1.3
-118.02972222222222,52.92638888888889,,,0,0,2001,5,AB,,JASPER WARDEN,,2.4,,,,2001-05-26 00:00:00,0,,,25.9,26,,,,15.6,,,0,3053536,,0,,,3053536.2001.5.26,5.3
-118.02972222222222,52.92638888888889,,,0,0,2001,5,AB,,JASPER WARDEN,,4.2,,,,2001-05-27 00:00:00,0,,,24.1,27,,,,13.8,,,0,3053536,,0,,,3053536.2001.5.27,3.4
-118.02972222222222,52.92638888888889,,,1,0,2001,5,AB,,JASPER WARDEN,,3.3,,,,2001-05-28 00:00:00,0,,,22.3,28,,,,14.7,,,1,3053536,,0,,,3053536.2001.5.28,7.1
-118.02972222222222,52.92638888888889,,,1.4,0,2001,5,AB,,JASPER WARDEN,,11.9,,,,2001-05-29 00:00:00,0,,,8.9,29,,,,6.1,,,1.4,3053536,,0,,,3053536.2001.5.29,3.3
-118.02972222222222,52.92638888888889,,,0,0,2001,5,AB,,JASPER WARDEN,,8.2,,,,2001-05-30 00:00:00,0,,,15.2,30,,,,9.8,,,0,3053536,,0,,,3053536.2001.5.30,4.3
-118.02972222222222,52.92638888888889,,,0,0,2001,5,AB,,JASPER WARDEN,,5.6,,,,2001-05-31 00:00:00,0,,,21.5,31,,,,12.4,,,0,3053536,,0,,,3053536.2001.5.31,3.3
-118.02972222222222,52.92638888888889,,,1.8,0,2001,6,AB,,JASPER WARDEN,,2,,,,2001-06-01 00:00:00,0,,,26.3,1,,,,16,,,1.8,3053536,,0,,,3053536.2001.6.1,5.6
-118.02972222222222,52.92638888888889,,,5.2,0,2001,6,AB,,JASPER WARDEN,,7.9,,,,2001-06-02 00:00:00,0,,,14.8,2,,,,10.1,,,5.2,3053536,,0,,,3053536.2001.6.2,5.4
-118.02972222222222,52.92638888888889,,,0,0,2001,6,AB,,JASPER WARDEN,,7.6,,,,2001-06-03 00:00:00,0,,,17.9,3,,,,10.4,,,0,3053536,,0,,,3053536.2001.6.3,2.9
-118.02972222222222,52.92638888888889,,,0,0,2001,6,AB,,JASPER WARDEN,,6,,,,2001-06-04 00:00:00,0,,,16.8,4,,,,12,,,0,3053536,,0,,,3053536.2001.6.4,7.2
-118.02972222222222,52.92638888888889,,,2.6,0,2001,6,AB,,JASPER WARDEN,,6.8,,,,2001-06-05 00:00:00,0,,,15.4,5,,,,11.2,,,2.6,3053536,,0,,,3053536.2001.6.5,6.9
-118.02972222222222,52.92638888888889,,,0.8,0,2001,6,AB,,JASPER WARDEN,,6.3,,,,2001-06-06 00:00:00,0,,,16.2,6,,,,11.7,,,0.8,3053536,,0,,,3053536.2001.6.6,7.2
-118.02972222222222,52.92638888888889,,,0,0,2001,6,AB,,JASPER WARDEN,,6.2,,,,2001-06-07 00:00:00,0,,,17.5,7,,,,11.8,,,0,3053536,,0,,,3053536.2001.6.7,6
-118.02972222222222,52.92638888888889,,,0,0,2001,6,AB,,JASPER WARDEN,,7,,,,2001-06-08 00:00:00,0,,,22.3,8,,,,11,,,0,3053536,,0,,,3053536.2001.6.8,-0.3
-118.02972222222222,52.92638888888889,,,3.2,0,2001,6,AB,,JASPER WARDEN,,4,,,,2001-06-09 00:00:00,0,,,21,9,,,,14,,,3.2,3053536,,0,,,3053536.2001.6.9,6.9
-118.02972222222222,52.92638888888889,,,0,0,2001,6,AB,,JASPER WARDEN,,8.7,,,,2001-06-10 00:00:00,0,,,13.8,10,,,,9.3,,,0,3053536,,0,,,3053536.2001.6.10,4.7
-118.02972222222222,52.92638888888889,,,0,0,2001,6,AB,,JASPER WARDEN,,8.4,,,,2001-06-11 00:00:00,0,,,17.4,11,,,,9.6,,,0,3053536,,0,,,3053536.2001.6.11,1.8
-118.02972222222222,52.92638888888889,,,0,0,2001,6,AB,,JASPER WARDEN,,3.7,,,,2001-06-12 00:00:00,0,,,20.6,12,,,,14.3,,,0,3053536,,0,,,3053536.2001.6.12,8
-118.02972222222222,52.92638888888889,,,0.6,0,2001,6,AB,,JASPER WARDEN,,5.8,,,,2001-06-13 00:00:00,0,,,21.3,13,,,,12.2,,,0.6,3053536,,0,,,3053536.2001.6.13,3
-118.02972222222222,52.92638888888889,,,10,0,2001,6,AB,,JASPER WARDEN,,6.7,,,,2001-06-14 00:00:00,0,,,17,14,,,,11.3,,,10,3053536,,0,,,3053536.2001.6.14,5.6
-118.02972222222222,52.92638888888889,,,7.6,0,2001,6,AB,,JASPER WARDEN,,7.7,,,,2001-06-15 00:00:00,0,,,14.7,15,,,,10.3,,,7.6,3053536,,0,,,3053536.2001.6.15,5.9
-118.02972222222222,52.92638888888889,,,2.6,0,2001,6,AB,,JASPER WARDEN,,9.6,,,,2001-06-16 00:00:00,0,,,15.8,16,,,,8.4,,,2.6,3053536,,0,,,3053536.2001.6.16,0.9
-118.02972222222222,52.92638888888889,,,8.6,0,2001,6,AB,,JASPER WARDEN,,9.2,,,,2001-06-17 00:00:00,0,,,13.4,17,,,,8.8,,,8.6,3053536,,0,,,3053536.2001.6.17,4.1
-118.02972222222222,52.92638888888889,,,0.2,0,2001,6,AB,,JASPER WARDEN,,7.1,,,,2001-06-18 00:00:00,0,,,20.2,18,,,,10.9,,,0.2,3053536,,0,,,3053536.2001.6.18,1.5
-118.02972222222222,52.92638888888889,,,0,0,2001,6,AB,,JASPER WARDEN,,6.4,,,,2001-06-19 00:00:00,0,,,23,19,,,,11.6,,,0,3053536,,0,,,3053536.2001.6.19,0.2
-118.02972222222222,52.92638888888889,,,0,0,2001,6,AB,,JASPER WARDEN,,4.9,,,,2001-06-20 00:00:00,0,,,24.1,20,,,,13.1,,,0,3053536,,0,,,3053536.2001.6.20,2
-118.02972222222222,52.92638888888889,,,2.4,0,2001,6,AB,,JASPER WARDEN,,0,,,,2001-06-21 00:00:00,0,,,25.8,21,,,,18.3,,,2.4,3053536,,0.3,,,3053536.2001.6.21,10.7
-118.02972222222222,52.92638888888889,,,2.6,0,2001,6,AB,,JASPER WARDEN,,4,,,,2001-06-22 00:00:00,0,,,18.5,22,,,,14,,,2.6,3053536,,0,,,3053536.2001.6.22,9.4
-118.02972222222222,52.92638888888889,,,6.2,0,2001,6,AB,,JASPER WARDEN,,7,,,,2001-06-23 00:00:00,0,,,15.8,23,,,,11,,,6.2,3053536,,0,,,3053536.2001.6.23,6.2
-118.02972222222222,52.92638888888889,,,4.2,0,2001,6,AB,,JASPER WARDEN,,6.5,,,,2001-06-24 00:00:00,0,,,17.4,24,,,,11.5,,,4.2,3053536,,0,,,3053536.2001.6.24,5.5
-118.02972222222222,52.92638888888889,,,5.2,0,2001,6,AB,,JASPER WARDEN,E,7.3,,,E,2001-06-25 00:00:00,0,E,,14.9,25,E,E,,10.7,,,5.2,3053536,,0,E,E,3053536.2001.6.25,6.4
-118.02972222222222,52.92638888888889,,,0,0,2001,6,AB,,JASPER WARDEN,,8.8,,,,2001-06-26 00:00:00,0,,,18.6,26,,,,9.2,,,0,3053536,,0,,,3053536.2001.6.26,-0.2
-118.02972222222222,52.92638888888889,,,0.4,0,2001,6,AB,,JASPER WARDEN,,3.9,,,,2001-06-27 00:00:00,0,,,19.3,27,,,,14.1,,,0.4,3053536,,0,,,3053536.2001.6.27,8.8
-118.02972222222222,52.92638888888889,,,0,0,2001,6,AB,,JASPER WARDEN,,2.8,,,,2001-06-28 00:00:00,0,,,22.1,28,,,,15.2,,,0,3053536,,0,,,3053536.2001.6.28,8.3
-118.02972222222222,52.92638888888889,,,0.8,0,2001,6,AB,,JASPER WARDEN,,4.8,,,,2001-06-29 00:00:00,0,,,18.1,29,,,,13.2,,,0.8,3053536,,0,,,3053536.2001.6.29,8.3
-118.02972222222222,52.92638888888889,,,0,0,2001,6,AB,,JASPER WARDEN,,3.7,,,,2001-06-30 00:00:00,0,,,25.2,30,,,,14.3,,,0,3053536,,0,,,3053536.2001.6.30,3.3
-118.02972222222222,52.92638888888889,,,0.6,0,2001,7,AB,,JASPER WARDEN,,1.4,,,,2001-07-01 00:00:00,0,,,24.7,1,,,,16.6,,,0.6,3053536,,0,,,3053536.2001.7.1,8.4
-118.02972222222222,52.92638888888889,,,0,0,2001,7,AB,,JASPER WARDEN,,3.2,,,,2001-07-02 00:00:00,0,,,25.4,2,,,,14.8,,,0,3053536,,0,,,3053536.2001.7.2,4.1
-118.02972222222222,52.92638888888889,,,0,0,2001,7,AB,,JASPER WARDEN,,1.9,,,,2001-07-03 00:00:00,0,,,28.4,3,,,,16.1,,,0,3053536,,0,,,3053536.2001.7.3,3.8
-118.02972222222222,52.92638888888889,,,0,0,2001,7,AB,,JASPER WARDEN,,0,,,,2001-07-04 00:00:00,0,,,30.6,4,,,,18,,,0,3053536,,0,,,3053536.2001.7.4,5.3
-118.02972222222222,52.92638888888889,,,0.4,0,2001,7,AB,,JASPER WARDEN,,3.2,,,,2001-07-05 00:00:00,0,,,19.4,5,,,,14.8,,,0.4,3053536,,0,,,3053536.2001.7.5,10.2
-118.02972222222222,52.92638888888889,,,0,0,2001,7,AB,,JASPER WARDEN,,5.3,,,,2001-07-06 00:00:00,0,,,21.9,6,,,,12.7,,,0,3053536,,0,,,3053536.2001.7.6,3.4
-118.02972222222222,52.92638888888889,,,0,0,2001,7,AB,,JASPER WARDEN,,2.3,,,,2001-07-07 00:00:00,0,,,19.7,7,,,,15.7,,,0,3053536,,0,,,3053536.2001.7.7,11.6
-118.02972222222222,52.92638888888889,,,0,0,2001,7,AB,,JASPER WARDEN,,1.3,,,,2001-07-08 00:00:00,0,,,26,8,,,,16.7,,,0,3053536,,0,,,3053536.2001.7.8,7.3
-118.02972222222222,52.92638888888889,,,0,0,2001,7,AB,,JASPER WARDEN,,0.6,,,,2001-07-09 00:00:00,0,,,31,9,,,,17.4,,,0,3053536,,0,,,3053536.2001.7.9,3.8
-118.02972222222222,52.92638888888889,,,0,0,2001,7,AB,,JASPER WARDEN,,0,,,,2001-07-10 00:00:00,0,,,31.7,10,,,,18.8,,,0,3053536,,0.8,,,3053536.2001.7.10,5.8
-118.02972222222222,52.92638888888889,,,1.4,0,2001,7,AB,,JASPER WARDEN,,0.3,,,,2001-07-11 00:00:00,0,,,25.6,11,,,,17.7,,,1.4,3053536,,0,,,3053536.2001.7.11,9.7
-118.02972222222222,52.92638888888889,,,0,0,2001,7,AB,,JASPER WARDEN,,0,,,,2001-07-12 00:00:00,0,,,29,12,,,,19.1,,,0,3053536,,1.1,,,3053536.2001.7.12,9.1
-118.02972222222222,52.92638888888889,,,2.2,0,2001,7,AB,,JASPER WARDEN,,0,,,,2001-07-13 00:00:00,0,,,25.2,13,,,,18.5,,,2.2,3053536,,0.5,,,3053536.2001.7.13,11.7
-118.02972222222222,52.92638888888889,,,5,0,2001,7,AB,,JASPER WARDEN,,2.8,,,,2001-07-14 00:00:00,0,,,20.6,14,,,,15.2,,,5,3053536,,0,,,3053536.2001.7.14,9.7
-118.02972222222222,52.92638888888889,,,4,0,2001,7,AB,,JASPER WARDEN,,5.7,,,,2001-07-15 00:00:00,0,,,17.3,15,,,,12.3,,,4,3053536,,0,,,3053536.2001.7.15,7.2
-118.02972222222222,52.92638888888889,,,10.8,0,2001,7,AB,,JASPER WARDEN,,3.7,,,,2001-07-16 00:00:00,0,,,18.4,16,,,,14.3,,,10.8,3053536,,0,,,3053536.2001.7.16,10.2
-118.02972222222222,52.92638888888889,,,27.2,0,2001,7,AB,,JASPER WARDEN,,6.2,,,,2001-07-17 00:00:00,0,,,15.6,17,,,,11.8,,,27.2,3053536,,0,,,3053536.2001.7.17,8
-118.02972222222222,52.92638888888889,,,20.8,0,2001,7,AB,,JASPER WARDEN,,7.7,,,,2001-07-18 00:00:00,0,,,13.8,18,,,,10.3,,,20.8,3053536,,0,,,3053536.2001.7.18,6.7
-118.02972222222222,52.92638888888889,,,1.4,0,2001,7,AB,,JASPER WARDEN,,3.9,,,,2001-07-19 00:00:00,0,,,19.2,19,,,,14.1,,,1.4,3053536,,0,,,3053536.2001.7.19,8.9
-118.02972222222222,52.92638888888889,,,7.4,0,2001,7,AB,,JASPER WARDEN,,5.5,,,,2001-07-20 00:00:00,0,,,15,20,,,,12.5,,,7.4,3053536,,0,,,3053536.2001.7.20,9.9
-118.02972222222222,52.92638888888889,,,3.4,0,2001,7,AB,,JASPER WARDEN,,3,,,,2001-07-21 00:00:00,0,,,19.8,21,,,,15,,,3.4,3053536,,0,,,3053536.2001.7.21,10.1
-118.02972222222222,52.92638888888889,,,0.4,0,2001,7,AB,,JASPER WARDEN,,0,,,,2001-07-22 00:00:00,0,,,25.4,22,,,,18.3,,,0.4,3053536,,0.3,,,3053536.2001.7.22,11.2
-118.02972222222222,52.92638888888889,,,2.2,0,2001,7,AB,,JASPER WARDEN,,1.1,,,,2001-07-23 00:00:00,0,,,27.7,23,,,,16.9,,,2.2,3053536,,0,,,3053536.2001.7.23,6
-118.02972222222222,52.92638888888889,,,11.6,0,2001,7,AB,,JASPER WARDEN,,5.6,,,,2001-07-24 00:00:00,0,,,15.8,24,,,,12.4,,,11.6,3053536,,0,,,3053536.2001.7.24,8.9
-118.02972222222222,52.92638888888889,,,1.6,0,2001,7,AB,,JASPER WARDEN,,5.9,,,,2001-07-25 00:00:00,0,,,15.4,25,,,,12.1,,,1.6,3053536,,0,,,3053536.2001.7.25,8.7
-118.02972222222222,52.92638888888889,,,0,0,2001,7,AB,,JASPER WARDEN,,4.3,,,,2001-07-26 00:00:00,0,,,22.5,26,,,,13.7,,,0,3053536,,0,,,3053536.2001.7.26,4.8
-118.02972222222222,52.92638888888889,,,7.6,0,2001,7,AB,,JASPER WARDEN,,7.3,,,,2001-07-27 00:00:00,0,,,16.7,27,,,,10.7,,,7.6,3053536,,0,,,3053536.2001.7.27,4.7
-118.02972222222222,52.92638888888889,,,0.4,0,2001,7,AB,,JASPER WARDEN,,5.5,,,,2001-07-28 00:00:00,0,,,17.4,28,,,,12.5,,,0.4,3053536,,0,,,3053536.2001.7.28,7.6
-118.02972222222222,52.92638888888889,,,0,0,2001,7,AB,,JASPER WARDEN,,4.5,,,,2001-07-29 00:00:00,0,,,16.3,29,,,,13.5,,,0,3053536,,0,,,3053536.2001.7.29,10.6
-118.02972222222222,52.92638888888889,,,0.2,0,2001,7,AB,,JASPER WARDEN,,2.5,,,,2001-07-30 00:00:00,0,,,21.9,30,,,,15.5,,,0.2,3053536,,0,,,3053536.2001.7.30,9.1
-118.02972222222222,52.92638888888889,,,0,0,2001,7,AB,,JASPER WARDEN,,5.2,,,,2001-07-31 00:00:00,0,,,21.6,31,,,,12.8,,,0,3053536,,0,,,3053536.2001.7.31,4
-118.02972222222222,52.92638888888889,,,0,0,2001,8,AB,,JASPER WARDEN,E,3.6,,,,2001-08-01 00:00:00,0,E,,22.1,1,E,,,14.4,,,0,3053536,,0,E,E,3053536.2001.8.1,6.7
-118.02972222222222,52.92638888888889,,,0.2,0,2001,8,AB,,JASPER WARDEN,,3.1,,,,2001-08-02 00:00:00,0,,,18.7,2,,,,14.9,,,0.2,3053536,,0,,,3053536.2001.8.2,11
-118.02972222222222,52.92638888888889,,,6.2,0,2001,8,AB,,JASPER WARDEN,,4.5,,,,2001-08-03 00:00:00,0,,,17.6,3,,,,13.5,,,6.2,3053536,,0,,,3053536.2001.8.3,9.3
-118.02972222222222,52.92638888888889,,,0.2,0,2001,8,AB,,JASPER WARDEN,,5.6,,,,2001-08-04 00:00:00,0,,,20.4,4,,,,12.4,,,0.2,3053536,,0,,,3053536.2001.8.4,4.4
-118.02972222222222,52.92638888888889,,,0,0,2001,8,AB,,JASPER WARDEN,,5.1,,,,2001-08-05 00:00:00,0,,,22.8,5,,,,12.9,,,0,3053536,,0,,,3053536.2001.8.5,3
-118.02972222222222,52.92638888888889,,,0,0,2001,8,AB,,JASPER WARDEN,,2.6,,,,2001-08-06 00:00:00,0,,,22.7,6,,,,15.4,,,0,3053536,,0,,,3053536.2001.8.6,8.1
-118.02972222222222,52.92638888888889,,,0.2,0,2001,8,AB,,JASPER WARDEN,,4.9,,,,2001-08-07 00:00:00,0,,,20.6,7,,,,13.1,,,0.2,3053536,,0,,,3053536.2001.8.7,5.5
-118.02972222222222,52.92638888888889,,,0,0,2001,8,AB,,JASPER WARDEN,,5.4,,,,2001-08-08 00:00:00,0,,,22,8,,,,12.6,,,0,3053536,,0,,,3053536.2001.8.8,3.2
-118.02972222222222,52.92638888888889,,,0,0,2001,8,AB,,JASPER WARDEN,,4.1,,,,2001-08-09 00:00:00,0,,,25.5,9,,,,13.9,,,0,3053536,,0,,,3053536.2001.8.9,2.3
-118.02972222222222,52.92638888888889,,,0,0,2001,8,AB,,JASPER WARDEN,,2.4,,,,2001-08-10 00:00:00,0,,,27.5,10,,,,15.6,,,0,3053536,,0,,,3053536.2001.8.10,3.6
-118.02972222222222,52.92638888888889,,,0,0,2001,8,AB,,JASPER WARDEN,,1.9,,,,2001-08-11 00:00:00,0,,,28.6,11,,,,16.1,,,0,3053536,,0,,,3053536.2001.8.11,3.6
-118.02972222222222,52.92638888888889,,,0,0,2001,8,AB,,JASPER WARDEN,,0,,,,2001-08-12 00:00:00,0,,,31.9,12,,,,18.2,,,0,3053536,,0.2,,,3053536.2001.8.12,4.4
-118.02972222222222,52.92638888888889,,,0.4,0,2001,8,AB,,JASPER WARDEN,,0,,,,2001-08-13 00:00:00,0,,,32.1,13,,,,19.3,,,0.4,3053536,,1.3,,,3053536.2001.8.13,6.4
-118.02972222222222,52.92638888888889,,,0,0,2001,8,AB,,JASPER WARDEN,,0.8,,,,2001-08-14 00:00:00,0,,,29.4,14,,,,17.2,,,0,3053536,,0,,,3053536.2001.8.14,5
-118.02972222222222,52.92638888888889,,,0,0,2001,8,AB,,JASPER WARDEN,,0.2,,,,2001-08-15 00:00:00,0,,,30.7,15,,,,17.8,,,0,3053536,,0,,,3053536.2001.8.15,4.9
-118.02972222222222,52.92638888888889,,,0,0,2001,8,AB,,JASPER WARDEN,,0,,,,2001-08-16 00:00:00,0,,,32.1,16,,,,18.3,,,0,3053536,,0.3,,,3053536.2001.8.16,4.4
-118.02972222222222,52.92638888888889,,,0,0,2001,8,AB,,JASPER WARDEN,,0,,,,2001-08-17 00:00:00,0,,,32.1,17,,,,18.2,,,0,3053536,,0.2,,,3053536.2001.8.17,4.3
-118.02972222222222,52.92638888888889,,,0,0,2001,8,AB,,JASPER WARDEN,,1.6,,,,2001-08-18 00:00:00,0,,,24.5,18,,,,16.4,,,0,3053536,,0,,,3053536.2001.8.18,8.3
