ID,LOCAL_DATE,DIRECTION_MAX_GUST,SPEED_MAX_GUST,SNOW_ON_GROUND,TOTAL_RAIN,TOTAL_PRECIPITATION,TOTAL_SNOW,HEATING_DEGREE_DAYS,COOLING_DEGREE_DAYS,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY,MAX_TEMPERATURE,MEAN_TEMPERATURE,MIN_TEMPERATURE,PARAM,Date,Value,SYM
3053536.2015.3.23,3/23/2015 0:00,0.0,0.0,1.0,,0.0,,15.1,0.0,,,9.1,2.9,-3.3,1.0,3/23/2015,18.2,B
3053536.2015.3.24,3/24/2015 0:00,0.0,0.0,0.0,,0.9,,15.0,0.0,,,9.5,3.0,-3.5,1.0,3/24/2015,18.1,B
3053536.2015.3.25,3/25/2015 0:00,0.0,0.0,0.0,,0.0,,16.2,0.0,,,8.2,1.8,-4.6,1.0,3/25/2015,17.5,B
3053536.2015.3.26,3/26/2015 0:00,0.0,0.0,,,0.2,,9.4,0.0,,,15.2,8.6,1.9,1.0,3/26/2015,17.3,B
3053536.2015.3.27,3/27/2015 0:00,22.0,33.0,,,0.0,,8.7,0.0,,,17.8,9.3,0.7,1.0,3/27/2015,19.6,B
3053536.2015.3.28,3/28/2015 0:00,21.0,35.0,,,6.2,,10.2,0.0,,,12.9,7.8,2.6,1.0,3/28/2015,25.8,B
3053536.2015.3.29,3/29/2015 0:00,0.0,0.0,,,1.1,,13.8,0.0,,,9.6,4.2,-1.2,1.0,3/29/2015,29.9,B
3053536.2015.3.30,3/30/2015 0:00,0.0,0.0,1.0,,0.0,,13.8,0.0,,,12.0,4.2,-3.6,1.0,3/30/2015,27.1,B
3053536.2015.3.31,3/31/2015 0:00,18.0,43.0,,,4.9,,13.8,0.0,,,8.4,4.2,0.0,1.0,3/31/2015,27.8,B
3053536.2015.4.1,4/1/2015 0:00,21.0,41.0,0.0,,0.0,,15.1,0.0,,,6.8,2.9,-1.1,1.0,4/1/2015,30.0,B
3053536.2015.4.2,4/2/2015 0:00,21.0,37.0,0.0,,0.0,,15.4,0.0,,,8.0,2.6,-2.8,1.0,4/2/2015,26.1,B
3053536.2015.4.3,4/3/2015 0:00,0.0,0.0,,,0.0,,15.0,0.0,,,9.7,3.0,-3.7,1.0,4/3/2015,24.1,B
3053536.2015.4.4,4/4/2015 0:00,33.0,46.0,0.0,,0.0,,18.2,0.0,,,6.6,-0.2,-6.9,1.0,4/4/2015,23.0,B
3053536.2015.4.5,4/5/2015 0:00,31.0,35.0,0.0,,0.0,,15.6,0.0,,,7.0,2.4,-2.3,1.0,4/5/2015,22.6,B
3053536.2015.4.6,4/6/2015 0:00,0.0,0.0,1.0,,0.0,,15.6,0.0,,,9.4,2.4,-4.6,1.0,4/6/2015,21.8,B
3053536.2015.4.7,4/7/2015 0:00,0.0,0.0,0.0,,0.2,,17.0,0.0,,,11.0,1.0,-9.0,1.0,4/7/2015,20.8,B
3053536.2015.4.8,4/8/2015 0:00,0.0,0.0,,,0.0,,16.2,0.0,,,12.8,1.8,-9.2,1.0,4/8/2015,20.2,B
3053536.2015.4.9,4/9/2015 0:00,0.0,0.0,,,0.0,,13.8,0.0,,,16.3,4.2,-8.0,1.0,4/9/2015,19.9,B
3053536.2015.4.10,4/10/2015 0:00,18.0,39.0,,,0.0,,14.5,0.0,,,14.0,3.5,-7.0,1.0,4/10/2015,20.1,B
3053536.2015.4.11,4/11/2015 0:00,20.0,46.0,0.0,,0.5,,16.0,0.0,,,7.2,2.0,-3.3,1.0,4/11/2015,20.5,B
3053536.2015.4.12,4/12/2015 0:00,20.0,46.0,,,1.0,,18.9,0.0,,,5.6,-0.9,-7.3,1.0,4/12/2015,20.3,B
3053536.2015.4.13,4/13/2015 0:00,15.0,32.0,0.0,,0.0,,14.2,0.0,,,10.9,3.8,-3.3,1.0,4/13/2015,19.3,B
3053536.2015.4.14,4/14/2015 0:00,0.0,0.0,,,3.8,,16.1,0.0,,,7.7,1.9,-3.9,1.0,4/14/2015,19.1,B
3053536.2015.4.15,4/15/2015 0:00,19.0,32.0,,,0.2,,16.1,0.0,,,12.1,1.9,-8.3,1.0,4/15/2015,18.5,B
3053536.2015.4.16,4/16/2015 0:00,22.0,35.0,,,0.0,,11.9,0.0,,,14.8,6.1,-2.6,1.0,4/16/2015,18.4,B
3053536.2015.4.17,4/17/2015 0:00,20.0,33.0,,,0.0,,11.3,0.0,,,15.2,6.7,-1.8,1.0,4/17/2015,19.2,
3053536.2015.4.18,4/18/2015 0:00,0.0,0.0,,,0.0,,15.0,0.0,,,12.2,3.0,-6.2,1.0,4/18/2015,20.2,
3053536.2015.4.19,4/19/2015 0:00,0.0,0.0,,,0.0,,12.9,0.0,,,16.4,5.1,-6.3,1.0,4/19/2015,20.1,
3053536.2015.4.20,4/20/2015 0:00,0.0,0.0,,,0.0,,10.3,0.0,,,19.8,7.7,-4.5,1.0,4/20/2015,20.7,
3053536.2015.4.21,4/21/2015 0:00,0.0,0.0,,,0.0,,8.3,0.0,,,22.8,9.7,-3.4,1.0,4/21/2015,22.7,
3053536.2015.4.22,4/22/2015 0:00,28.0,35.0,,,7.7,,11.2,0.0,,,12.9,6.8,0.6,1.0,4/22/2015,28.2,
3053536.2015.4.23,4/23/2015 0:00,0.0,0.0,,,0.0,,13.3,0.0,,,11.9,4.7,-2.6,1.0,4/23/2015,32.1,
3053536.2015.4.24,4/24/2015 0:00,0.0,0.0,,,12.7,,15.3,0.0,,,8.7,2.7,-3.4,1.0,4/24/2015,31.0,
3053536.2015.4.25,4/25/2015 0:00,34.0,37.0,3.0,,0.0,,15.4,0.0,,,11.0,2.6,-5.8,1.0,4/25/2015,29.5,
3053536.2015.4.26,4/26/2015 0:00,18.0,32.0,,,0.2,,13.1,0.0,,,15.3,4.9,-5.5,1.0,4/26/2015,28.3,
3053536.2015.4.27,4/27/2015 0:00,20.0,37.0,,,0.0,,8.8,0.0,,,17.7,9.2,0.7,1.0,4/27/2015,28.1,
3053536.2015.4.28,4/28/2015 0:00,17.0,46.0,,,0.0,,6.3,0.0,,,21.9,11.7,1.5,1.0,4/28/2015,30.2,
3053536.2015.4.29,4/29/2015 0:00,21.0,35.0,,,6.5,,11.2,0.0,,,11.7,6.8,1.9,1.0,4/29/2015,44.4,
3053536.2015.4.30,4/30/2015 0:00,22.0,35.0,,,0.0,,12.0,0.0,,,13.1,6.0,-1.1,1.0,4/30/2015,53.6,
3053536.2015.5.1,5/1/2015 0:00,19.0,35.0,,,0.2,,11.9,0.0,,,10.9,6.1,1.2,1.0,5/1/2015,48.5,
3053536.2015.5.2,5/2/2015 0:00,21.0,37.0,,,0.0,,13.9,0.0,,,10.2,4.1,-2.0,1.0,5/2/2015,45.1,
3053536.2015.5.3,5/3/2015 0:00,20.0,32.0,,,0.0,,13.8,0.0,,,13.2,4.2,-4.9,1.0,5/3/2015,41.4,
3053536.2015.5.4,5/4/2015 0:00,0.0,0.0,,,0.5,,11.2,0.0,,,16.5,6.8,-2.9,1.0,5/4/2015,39.5,
3053536.2015.5.5,5/5/2015 0:00,34.0,37.0,,,8.0,,12.6,0.0,,,9.5,5.4,1.2,1.0,5/5/2015,42.3,
3053536.2015.5.6,5/6/2015 0:00,0.0,0.0,,,0.4,,16.3,0.0,,,6.7,1.7,-3.4,1.0,5/6/2015,45.5,
3053536.2015.5.7,5/7/2015 0:00,34.0,46.0,,,0.0,,14.2,0.0,,,13.0,3.8,-5.5,1.0,5/7/2015,42.4,
3053536.2015.5.8,5/8/2015 0:00,0.0,0.0,,,0.2,,12.5,0.0,,,16.0,5.5,-5.0,1.0,5/8/2015,41.2,
3053536.2015.5.9,5/9/2015 0:00,0.0,0.0,,,0.0,,9.7,0.0,,,20.5,8.3,-3.9,1.0,5/9/2015,40.9,
3053536.2015.5.10,5/10/2015 0:00,36.0,32.0,,,0.0,,8.4,0.0,,,22.0,9.6,-2.9,1.0,5/10/2015,45.0,
3053536.2015.5.11,5/11/2015 0:00,32.0,35.0,,,0.0,,8.6,0.0,,,20.8,9.4,-2.0,1.0,5/11/2015,55.2,
3053536.2015.5.12,5/12/2015 0:00,33.0,33.0,,,0.0,,8.6,0.0,,,21.2,9.4,-2.5,1.0,5/12/2015,70.4,
3053536.2015.5.13,5/13/2015 0:00,32.0,37.0,,,0.0,,9.1,0.0,,,21.3,8.9,-3.6,1.0,5/13/2015,85.8,
3053536.2015.5.14,5/14/2015 0:00,0.0,0.0,,,0.0,,9.1,0.0,,,16.2,8.9,1.5,1.0,5/14/2015,99.5,
3053536.2015.5.15,5/15/2015 0:00,0.0,0.0,,,0.0,,9.9,0.0,,,19.2,8.1,-3.1,1.0,5/15/2015,100.0,
3053536.2015.5.16,5/16/2015 0:00,35.0,54.0,,,1.0,,10.6,0.0,,,10.6,7.4,4.1,1.0,5/16/2015,105.0,
3053536.2015.5.17,5/17/2015 0:00,3.0,44.0,,,0.3,,10.8,0.0,,,12.9,7.2,1.4,1.0,5/17/2015,106.0,
3053536.2015.5.18,5/18/2015 0:00,33.0,32.0,,,0.2,,8.9,0.0,,,20.2,9.1,-2.0,1.0,5/18/2015,108.0,
3053536.2015.5.19,5/19/2015 0:00,32.0,35.0,,,0.0,,6.2,0.0,,,24.2,11.8,-0.7,1.0,5/19/2015,131.0,
3053536.2015.5.20,5/20/2015 0:00,0.0,0.0,,,0.0,,5.9,0.0,,,25.3,12.1,-1.1,1.0,5/20/2015,176.0,
3053536.2015.5.21,5/21/2015 0:00,0.0,0.0,,,0.0,,5.1,0.0,,,26.8,12.9,-1.0,1.0,5/21/2015,213.0,
3053536.2015.5.22,5/22/2015 0:00,1.0,32.0,,,0.0,,4.2,0.0,,,26.5,13.8,1.1,1.0,5/22/2015,250.0,
3053536.2015.5.23,5/23/2015 0:00,0.0,0.0,,,0.0,,2.6,0.0,,,27.4,15.4,3.4,1.0,5/23/2015,286.0,
3053536.2015.5.24,5/24/2015 0:00,0.0,0.0,,,0.0,,5.9,0.0,,,23.3,12.1,0.9,1.0,5/24/2015,305.0,
3053536.2015.5.25,5/25/2015 0:00,0.0,0.0,,,0.0,,5.4,0.0,,,24.0,12.6,1.1,1.0,5/25/2015,310.0,
3053536.2015.5.26,5/26/2015 0:00,0.0,0.0,,,0.5,,2.9,0.0,,,23.9,15.1,6.2,1.0,5/26/2015,304.0,
3053536.2015.5.27,5/27/2015 0:00,34.0,54.0,,,4.8,,5.1,0.0,,,24.7,12.9,1.1,1.0,5/27/2015,326.0,
3053536.2015.5.28,5/28/2015 0:00,35.0,48.0,,,0.0,,6.2,0.0,,,15.5,11.8,8.0,1.0,5/28/2015,346.0,
3053536.2015.5.29,5/29/2015 0:00,34.0,48.0,,,4.8,,7.7,0.0,,,14.1,10.3,6.4,1.0,5/29/2015,379.0,
3053536.2015.5.30,5/30/2015 0:00,19.0,33.0,,,1.9,,3.3,0.0,,,23.5,14.7,5.9,1.0,5/30/2015,401.0,
3053536.2015.5.31,5/31/2015 0:00,19.0,32.0,,,1.2,,4.5,0.0,,,21.1,13.5,5.8,1.0,5/31/2015,436.0,
3053536.2015.6.1,6/1/2015 0:00,34.0,37.0,,,0.2,,6.4,0.0,,,23.3,11.6,-0.1,1.0,6/1/2015,397.0,
3053536.2015.6.2,6/2/2015 0:00,12.0,39.0,,,0.0,,4.0,0.0,,,22.8,14.0,5.2,1.0,6/2/2015,353.0,
3053536.2015.6.3,6/3/2015 0:00,36.0,32.0,,,0.6,,4.1,0.0,,,20.5,13.9,7.2,1.0,6/3/2015,360.0,
3053536.2015.6.4,6/4/2015 0:00,0.0,0.0,,,1.9,,6.6,0.0,,,18.9,11.4,3.9,1.0,6/4/2015,360.0,
3053536.2015.6.5,6/5/2015 0:00,19.0,33.0,,,0.0,,2.4,0.0,,,24.6,15.6,6.6,1.0,6/5/2015,353.0,
3053536.2015.6.6,6/6/2015 0:00,24.0,32.0,,,0.0,,0.4,0.0,,,25.4,17.6,9.7,1.0,6/6/2015,358.0,
3053536.2015.6.7,6/7/2015 0:00,0.0,0.0,,,0.0,,0.0,1.3,,,27.6,19.3,11.0,1.0,6/7/2015,373.0,
3053536.2015.6.8,6/8/2015 0:00,30.0,33.0,,,0.0,,1.1,0.0,,,26.5,16.9,7.2,1.0,6/8/2015,401.0,
3053536.2015.6.9,6/9/2015 0:00,32.0,33.0,,,0.2,,2.7,0.0,,,26.2,15.3,4.4,1.0,6/9/2015,427.0,
3053536.2015.6.10,6/10/2015 0:00,0.0,0.0,,,0.0,,2.3,0.0,,,27.3,15.7,4.1,1.0,6/10/2015,386.0,
3053536.2015.6.11,6/11/2015 0:00,27.0,41.0,,,0.0,,4.1,0.0,,,23.4,13.9,4.3,1.0,6/11/2015,340.0,
3053536.2015.6.12,6/12/2015 0:00,22.0,41.0,,,1.8,,7.4,0.0,,,16.6,10.6,4.6,1.0,6/12/2015,328.0,
3053536.2015.6.13,6/13/2015 0:00,0.0,0.0,,,3.5,,8.6,0.0,,,12.3,9.4,6.5,1.0,6/13/2015,272.0,
3053536.2015.6.14,6/14/2015 0:00,34.0,39.0,,,3.6,,8.7,0.0,,,14.8,9.3,3.8,1.0,6/14/2015,229.0,
3053536.2015.6.15,6/15/2015 0:00,0.0,0.0,,,0.2,,6.5,0.0,,,22.0,11.5,0.9,1.0,6/15/2015,198.0,
3053536.2015.6.16,6/16/2015 0:00,36.0,35.0,,,2.6,,5.4,0.0,,,23.3,12.6,1.8,1.0,6/16/2015,190.0,
3053536.2015.6.17,6/17/2015 0:00,36.0,32.0,,,4.5,,6.7,0.0,,,16.0,11.3,6.6,1.0,6/17/2015,207.0,
3053536.2015.6.18,6/18/2015 0:00,13.0,39.0,,,0.0,,4.4,0.0,,,23.1,13.6,4.0,1.0,6/18/2015,226.0,
3053536.2015.6.19,6/19/2015 0:00,0.0,0.0,,,7.7,,6.3,0.0,,,16.8,11.7,6.6,1.0,6/19/2015,236.0,
3053536.2015.6.20,6/20/2015 0:00,0.0,0.0,,,0.0,,7.5,0.0,,,18.2,10.5,2.8,1.0,6/20/2015,239.0,
3053536.2015.6.21,6/21/2015 0:00,0.0,0.0,,,0.2,,7.3,0.0,,,22.0,10.7,-0.6,1.0,6/21/2015,202.0,
3053536.2015.6.22,6/22/2015 0:00,34.0,35.0,,,0.0,,4.9,0.0,,,24.5,13.1,1.7,1.0,6/22/2015,185.0,
3053536.2015.6.23,6/23/2015 0:00,32.0,41.0,,,0.9,,3.2,0.0,,,24.8,14.8,4.7,1.0,6/23/2015,189.0,
3053536.2015.6.24,6/24/2015 0:00,24.0,43.0,,,0.2,,3.9,0.0,,,24.9,14.1,3.2,1.0,6/24/2015,206.0,
3053536.2015.6.25,6/25/2015 0:00,27.0,32.0,,,1.4,,0.0,1.2,,,27.1,19.2,11.2,1.0,6/25/2015,222.0,
3053536.2015.6.26,6/26/2015 0:00,0.0,0.0,,,0.5,,0.0,1.4,,,28.9,19.4,9.8,1.0,6/26/2015,269.0,
3053536.2015.6.27,6/27/2015 0:00,28.0,32.0,,,0.0,,0.0,1.8,,,33.5,19.8,6.0,1.0,6/27/2015,312.0,
3053536.2015.6.28,6/28/2015 0:00,0.0,0.0,,,0.0,,0.0,3.4,,,34.5,21.4,8.2,1.0,6/28/2015,322.0,
3053536.2015.6.29,6/29/2015 0:00,0.0,0.0,,,0.5,,0.0,2.3,,,25.6,20.3,14.9,1.0,6/29/2015,344.0,
3053536.2015.6.30,6/30/2015 0:00,0.0,0.0,,,5.4,,0.4,0.0,,,22.9,17.6,12.2,1.0,6/30/2015,341.0,
3053536.2015.7.1,7/1/2015 0:00,0.0,0.0,,,1.0,,0.0,0.3,,,25.6,18.3,10.9,1.0,7/1/2015,332.0,
3053536.2015.7.2,7/2/2015 0:00,0.0,0.0,,,0.0,,0.0,1.0,,,31.1,19.0,6.8,1.0,7/2/2015,304.0,
3053536.2015.7.3,7/3/2015 0:00,25.0,33.0,,,0.0,,0.0,1.5,,,30.3,19.5,8.7,1.0,7/3/2015,304.0,
3053536.2015.7.4,7/4/2015 0:00,33.0,57.0,,,0.0,,3.7,0.0,,,23.8,14.3,4.8,1.0,7/4/2015,298.0,
3053536.2015.7.5,7/5/2015 0:00,33.0,33.0,,,0.3,,2.8,0.0,,,22.3,15.2,8.0,1.0,7/5/2015,259.0,
3053536.2015.7.6,7/6/2015 0:00,32.0,35.0,,,0.2,,2.3,0.0,,,27.6,15.7,3.7,1.0,7/6/2015,231.0,
3053536.2015.7.7,7/7/2015 0:00,1.0,35.0,,,0.0,,1.3,0.0,,,26.5,16.7,6.8,1.0,7/7/2015,225.0,
3053536.2015.7.8,7/8/2015 0:00,0.0,0.0,,,0.0,,0.0,0.9,,,32.5,18.9,5.3,1.0,7/8/2015,221.0,
3053536.2015.7.9,7/9/2015 0:00,33.0,32.0,,,0.0,,0.0,3.3,,,33.8,21.3,8.7,1.0,7/9/2015,241.0,
3053536.2015.7.10,7/10/2015 0:00,19.0,39.0,,,6.0,,0.0,1.0,,,30.0,19.0,7.9,1.0,7/10/2015,262.0,
3053536.2015.7.11,7/11/2015 0:00,34.0,35.0,,,0.2,,0.0,3.9,,,32.3,21.9,11.4,1.0,7/11/2015,275.0,
3053536.2015.7.12,7/12/2015 0:00,21.0,35.0,,,0.4,,0.0,2.3,,,26.8,20.3,13.7,1.0,7/12/2015,293.0,
3053536.2015.7.13,7/13/2015 0:00,28.0,37.0,,,1.7,,1.2,0.0,,,25.2,16.8,8.4,1.0,7/13/2015,274.0,
3053536.2015.7.14,7/14/2015 0:00,0.0,0.0,,,0.0,,1.7,0.0,,,23.7,16.3,8.8,1.0,7/14/2015,249.0,
3053536.2015.7.15,7/15/2015 0:00,28.0,39.0,,,10.2,,3.6,0.0,,,21.2,14.4,7.6,1.0,7/15/2015,227.0,
3053536.2015.7.16,7/16/2015 0:00,22.0,33.0,,,3.4,,6.9,0.0,,,15.7,11.1,6.4,1.0,7/16/2015,261.0,
3053536.2015.7.17,7/17/2015 0:00,0.0,0.0,,,1.7,,4.0,0.0,,,20.3,14.0,7.6,1.0,7/17/2015,233.0,
3053536.2015.7.18,7/18/2015 0:00,0.0,0.0,,,0.2,,4.4,0.0,,,23.3,13.6,3.8,1.0,7/18/2015,219.0,
3053536.2015.7.19,7/19/2015 0:00,0.0,0.0,,,0.0,,0.0,2.1,,,28.1,20.1,12.0,1.0,7/19/2015,214.0,
3053536.2015.7.20,7/20/2015 0:00,20.0,50.0,,,2.9,,0.0,2.0,,,30.4,20.0,9.5,1.0,7/20/2015,238.0,
3053536.2015.7.21,7/21/2015 0:00,20.0,50.0,,,2.2,,3.1,0.0,,,20.3,14.9,9.4,1.0,7/21/2015,264.0,
3053536.2015.7.22,7/22/2015 0:00,19.0,32.0,,,0.2,,5.6,0.0,,,21.1,12.4,3.6,1.0,7/22/2015,229.0,
3053536.2015.7.23,7/23/2015 0:00,24.0,33.0,,,0.2,,2.0,0.0,,,24.1,16.0,7.9,1.0,7/23/2015,200.0,
3053536.2015.7.24,7/24/2015 0:00,12.0,33.0,,,0.0,,1.6,0.0,,,23.3,16.4,9.5,1.0,7/24/2015,184.0,
3053536.2015.7.25,7/25/2015 0:00,0.0,0.0,,,1.3,,5.7,0.0,,,16.2,12.3,8.3,1.0,7/25/2015,191.0,
3053536.2015.7.26,7/26/2015 0:00,0.0,0.0,,,4.4,,3.6,0.0,,,21.5,14.4,7.2,1.0,7/26/2015,179.0,
3053536.2015.7.27,7/27/2015 0:00,0.0,0.0,,,0.2,,4.1,0.0,,,22.5,13.9,5.2,1.0,7/27/2015,164.0,
3053536.2015.7.28,7/28/2015 0:00,22.0,35.0,,,0.0,,2.8,0.0,,,22.7,15.2,7.6,1.0,7/28/2015,150.0,
3053536.2015.7.29,7/29/2015 0:00,21.0,39.0,,,0.5,,2.3,0.0,,,21.8,15.7,9.6,1.0,7/29/2015,150.0,
3053536.2015.7.30,7/30/2015 0:00,30.0,33.0,,,0.0,,0.8,0.0,,,27.7,17.2,6.7,1.0,7/30/2015,159.0,
3053536.2015.7.31,7/31/2015 0:00,34.0,33.0,,,0.0,,0.1,0.0,,,30.7,17.9,5.1,1.0,7/31/2015,170.0,
3053536.2015.8.1,8/1/2015 0:00,0.0,0.0,,,0.0,,0.0,1.2,,,27.8,19.2,10.5,1.0,8/1/2015,187.0,
3053536.2015.8.2,8/2/2015 0:00,0.0,0.0,,,0.0,,0.5,0.0,,,29.8,17.5,5.2,1.0,8/2/2015,190.0,
3053536.2015.8.3,8/3/2015 0:00,20.0,35.0,,,0.0,,0.0,1.3,,,32.6,19.3,5.9,1.0,8/3/2015,197.0,
3053536.2015.8.4,8/4/2015 0:00,33.0,46.0,,,0.0,,0.0,3.0,,,28.4,21.0,13.5,1.0,8/4/2015,206.0,
3053536.2015.8.5,8/5/2015 0:00,0.0,0.0,,,16.0,,5.0,0.0,,,18.1,13.0,7.8,1.0,8/5/2015,210.0,
3053536.2015.8.6,8/6/2015 0:00,0.0,0.0,,,1.2,,8.8,0.0,,,14.4,9.2,3.9,1.0,8/6/2015,191.0,
3053536.2015.8.7,8/7/2015 0:00,0.0,0.0,,,0.0,,1.5,0.0,,,23.7,16.5,9.3,1.0,8/7/2015,179.0,
3053536.2015.8.8,8/8/2015 0:00,0.0,0.0,,,0.2,,1.9,0.0,,,26.9,16.1,5.2,1.0,8/8/2015,169.0,
3053536.2015.8.9,8/9/2015 0:00,20.0,41.0,,,2.4,,1.0,0.0,,,23.4,17.0,10.6,1.0,8/9/2015,179.0,
3053536.2015.8.10,8/10/2015 0:00,0.0,0.0,,,0.2,,2.3,0.0,,,25.9,15.7,5.5,1.0,8/10/2015,185.0,
3053536.2015.8.11,8/11/2015 0:00,20.0,32.0,,,0.0,,0.0,0.1,,,29.6,18.1,6.5,1.0,8/11/2015,180.0,
3053536.2015.8.12,8/12/2015 0:00,20.0,37.0,,,0.0,,0.0,0.8,,,30.6,18.8,7.0,1.0,8/12/2015,183.0,
3053536.2015.8.13,8/13/2015 0:00,0.0,0.0,,,6.35,,1.3,0.4,,,26.9,17.1,5.8,1.0,8/13/2015,198.0,
3053536.2015.8.14,8/14/2015 0:00,30.0,50.0,,,12.7,,2.6,0.0,,,23.2,15.4,7.5,1.0,8/14/2015,202.0,
3053536.2015.8.15,8/15/2015 0:00,33.0,37.0,,,2.9,,6.4,0.0,,,14.8,11.6,8.4,1.0,8/15/2015,225.0,
3053536.2015.8.16,8/16/2015 0:00,20.0,33.0,,,1.4,,3.8,0.0,,,20.0,14.2,8.4,1.0,8/16/2015,183.0,
3053536.2015.8.17,8/17/2015 0:00,0.0,0.0,,,0.0,,6.3,0.0,,,20.1,11.7,3.2,1.0,8/17/2015,162.0,
3053536.2015.8.18,8/18/2015 0:00,0.0,0.0,,,0.0,,2.6,0.0,,,23.5,15.4,7.2,1.0,8/18/2015,149.0,
3053536.2015.8.19,8/19/2015 0:00,0.0,0.0,,,0.0,,3.0,0.0,,,26.0,15.0,4.0,1.0,8/19/2015,154.0,
3053536.2015.8.20,8/20/2015 0:00,33.0,39.0,,,0.2,,5.4,0.0,,,23.0,12.6,2.1,1.0,8/20/2015,160.0,
3053536.2015.8.21,8/21/2015 0:00,34.0,37.0,,,8.3,,10.1,0.0,,,12.9,7.9,2.8,1.0,8/21/2015,159.0,
3053536.2015.8.22,8/22/2015 0:00,0.0,0.0,,,0.2,,8.4,0.0,,,21.1,9.6,-1.9,1.0,8/22/2015,145.0,
3053536.2015.8.23,8/23/2015 0:00,0.0,0.0,,,0.0,,5.2,0.0,,,24.1,12.8,1.4,1.0,8/23/2015,122.0,
3053536.2015.8.24,8/24/2015 0:00,0.0,0.0,,,0.0,,4.0,0.0,,,25.0,14.0,2.9,1.0,8/24/2015,124.0,
3053536.2015.8.25,8/25/2015 0:00,0.0,0.0,,,0.0,,4.5,0.0,,,26.8,13.5,0.1,1.0,8/25/2015,129.0,
3053536.2015.8.26,8/26/2015 0:00,0.0,0.0,,,0.0,,4.1,0.0,,,23.0,13.9,4.8,1.0,8/26/2015,127.0,
3053536.2015.8.27,8/27/2015 0:00,0.0,0.0,,,0.0,,2.5,0.0,,,27.3,15.5,3.6,1.0,8/27/2015,126.0,
3053536.2015.8.28,8/28/2015 0:00,16.0,35.0,,,0.0,,2.1,0.0,,,24.0,15.9,7.7,1.0,8/28/2015,139.0,
3053536.2015.8.29,8/29/2015 0:00,20.0,41.0,,,0.0,,5.5,0.0,,,19.3,12.5,5.7,1.0,8/29/2015,154.0,
3053536.2015.8.30,8/30/2015 0:00,19.0,32.0,,,0.3,,4.2,0.0,,,18.2,13.8,9.4,1.0,8/30/2015,198.0,
3053536.2015.8.31,8/31/2015 0:00,17.0,37.0,,,2.0,,7.2,0.0,,,15.1,10.8,6.5,1.0,8/31/2015,182.0,
3053536.2015.9.1,9/1/2015 0:00,0.0,0.0,,,10.1,,10.6,0.0,,,12.7,7.4,2.0,1.0,9/1/2015,210.0,
3053536.2015.9.2,9/2/2015 0:00,0.0,0.0,,,3.3,,11.1,0.0,,,12.5,6.9,1.3,1.0,9/2/2015,219.0,
3053536.2015.9.3,9/3/2015 0:00,33.0,39.0,,,2.0,,13.6,0.0,,,10.8,4.4,-2.0,1.0,9/3/2015,186.0,
3053536.2015.9.4,9/4/2015 0:00,35.0,37.0,,,0.2,,9.8,0.0,,,12.7,8.2,3.6,1.0,9/4/2015,152.0,
3053536.2015.9.5,9/5/2015 0:00,34.0,32.0,,,0.0,,11.1,0.0,,,14.5,6.9,-0.7,1.0,9/5/2015,131.0,
3053536.2015.9.6,9/6/2015 0:00,0.0,0.0,,,0.0,,9.4,0.0,,,15.5,8.6,1.6,1.0,9/6/2015,117.0,
3053536.2015.9.7,9/7/2015 0:00,0.0,0.0,,,0.0,,9.0,0.0,,,16.5,9.0,1.4,1.0,9/7/2015,107.0,
3053536.2015.9.8,9/8/2015 0:00,0.0,0.0,,,1.6,,7.9,0.0,,,13.8,10.1,6.4,1.0,9/8/2015,100.0,
3053536.2015.9.9,9/9/2015 0:00,0.0,0.0,,,0.0,,7.2,0.0,,,15.7,10.8,5.9,1.0,9/9/2015,101.0,
3053536.2015.9.10,9/10/2015 0:00,0.0,0.0,,,0.2,,1.9,0.0,,,22.3,16.1,9.8,1.0,9/10/2015,103.0,
3053536.2015.9.11,9/11/2015 0:00,0.0,0.0,,,0.0,,2.0,0.0,,,28.6,16.0,3.3,1.0,9/11/2015,115.0,
3053536.2015.9.12,9/12/2015 0:00,34.0,48.0,,,3.0,,2.2,0.0,,,27.8,15.8,3.8,1.0,9/12/2015,129.0,
3053536.2015.9.13,9/13/2015 0:00,36.0,33.0,,,0.4,,6.7,0.0,,,16.0,11.3,6.5,1.0,9/13/2015,179.0,
3053536.2015.9.14,9/14/2015 0:00,34.0,32.0,,,0.2,,12.3,0.0,,,12.4,5.7,-1.0,1.0,9/14/2015,162.0,
3053536.2015.9.15,9/15/2015 0:00,0.0,0.0,,,0.6,,13.7,0.0,,,9.4,4.3,-0.8,1.0,9/15/2015,135.0,
3053536.2015.9.16,9/16/2015 0:00,0.0,0.0,,,0.2,,11.6,0.0,,,13.4,6.4,-0.7,1.0,9/16/2015,117.0,
3053536.2015.9.17,9/17/2015 0:00,0.0,0.0,,,0.0,,10.8,0.0,,,13.4,7.2,1.0,1.0,9/17/2015,102.0,
3053536.2015.9.18,9/18/2015 0:00,0.0,0.0,,,0.0,,7.3,0.0,,,16.7,10.7,4.6,1.0,9/18/2015,93.0,
3053536.2015.9.19,9/19/2015 0:00,0.0,0.0,,,0.3,,4.7,0.0,,,17.4,13.3,9.2,1.0,9/19/2015,88.4,
3053536.2015.9.20,9/20/2015 0:00,32.0,46.0,,,23.7,,12.5,0.0,,,9.9,5.5,1.1,1.0,9/20/2015,152.0,
