PARAM,Date,Value,SYM
1,2015/06/21,202.0,
1,2015/06/22,185.0,
1,2015/06/23,189.0,
1,2015/06/24,206.0,
1,2015/06/25,222.0,
1,2015/06/26,269.0,
1,2015/06/27,312.0,
1,2015/06/28,322.0,
1,2015/06/29,344.0,
1,2015/06/30,341.0,
1,2015/07/01,332.0,
1,2015/07/02,304.0,
1,2015/07/03,304.0,
1,2015/07/04,298.0,
1,2015/07/05,259.0,
1,2015/07/06,231.0,
1,2015/07/07,225.0,
1,2015/07/08,221.0,
1,2015/07/09,241.0,
1,2015/07/10,262.0,
1,2015/07/11,275.0,
1,2015/07/12,293.0,
1,2015/07/13,274.0,
1,2015/07/14,249.0,
1,2015/07/15,227.0,
1,2015/07/16,261.0,
1,2015/07/17,233.0,
1,2015/07/18,219.0,
1,2015/07/19,214.0,
1,2015/07/20,238.0,
1,2015/07/21,264.0,
1,2015/07/22,229.0,
1,2015/07/23,200.0,
1,2015/07/24,184.0,
1,2015/07/25,191.0,
1,2015/07/26,179.0,
1,2015/07/27,164.0,
1,2015/07/28,150.0,
1,2015/07/29,150.0,
1,2015/07/30,159.0,
1,2015/07/31,170.0,
1,2015/08/01,187.0,
1,2015/08/02,190.0,
1,2015/08/03,197.0,
1,2015/08/04,206.0,
1,2015/08/05,210.0,
1,2015/08/06,191.0,
1,2015/08/07,179.0,
1,2015/08/08,169.0,
1,2015/08/09,179.0,
1,2015/08/10,185.0,
1,2015/08/11,180.0,
1,2015/08/12,183.0,
1,2015/08/13,198.0,
1,2015/08/14,202.0,
1,2015/08/15,225.0,
1,2015/08/16,183.0,
1,2015/08/17,162.0,
1,2015/08/18,149.0,
1,2015/08/19,154.0,
1,2015/08/20,160.0,
1,2015/08/21,159.0,
1,2015/08/22,145.0,
1,2015/08/23,122.0,
1,2015/08/24,124.0,
1,2015/08/25,129.0,
1,2015/08/26,127.0,
1,2015/08/27,126.0,
1,2015/08/28,139.0,
1,2015/08/29,154.0,
1,2015/08/30,198.0,
1,2015/08/31,182.0,
1,2015/09/01,210.0,
1,2015/09/02,219.0,
1,2015/09/03,186.0,
1,2015/09/04,152.0,
1,2015/09/05,131.0,
1,2015/09/06,117.0,
1,2015/09/07,107.0,
1,2015/09/08,100.0,
1,2015/09/09,101.0,
1,2015/09/10,103.0,
1,2015/09/11,115.0,
1,2015/09/12,129.0,
1,2015/09/13,179.0,
1,2015/09/14,162.0,
1,2015/09/15,135.0,
1,2015/09/16,117.0,
1,2015/09/17,102.0,
1,2015/09/18,93.0,
1,2015/09/19,88.4,
1,2015/09/20,152.0,
1,2015/09/21,299.0,
1,2015/09/22,205.0,
1,2015/09/23,158.0,
1,2015/09/24,131.0,
1,2015/09/25,125.0,
1,2015/09/26,151.0,
1,2015/09/27,125.0,
1,2015/09/28,109.0,
1,2015/09/29,99.9,
1,2015/09/30,94.0,
1,2015/10/01,93.6,
1,2015/10/02,94.6,
1,2015/10/03,99.2,
1,2015/10/04,89.4,
1,2015/10/05,83.1,
1,2015/10/06,77.7,
1,2015/10/07,75.5,
1,2015/10/08,75.8,
1,2015/10/09,77.7,
1,2015/10/10,88.7,
1,2015/10/11,143.0,
1,2015/10/12,121.0,
1,2015/10/13,99.8,
1,2015/10/14,87.8,
1,2015/10/15,78.6,
1,2015/10/16,73.8,
1,2015/10/17,70.1,
1,2015/10/18,69.0,
1,2015/10/19,72.7,
1,2015/10/20,78.5,
1,2015/10/21,71.7,
1,2015/10/22,67.4,
1,2015/10/23,63.9,
1,2015/10/24,61.2,
1,2015/10/25,55.5,
1,2015/10/26,55.6,
1,2015/10/27,55.7,
1,2015/10/28,50.6,
1,2015/10/29,51.7,
1,2015/10/30,49.9,
1,2015/10/31,48.8,
1,2015/11/01,47.7,
1,2015/11/02,45.7,
1,2015/11/03,44.0,
1,2015/11/04,40.8,
1,2015/11/05,41.0,
1,2015/11/06,39.4,
1,2015/11/07,39.2,
1,2015/11/08,40.3,
1,2015/11/09,38.9,
1,2015/11/10,33.3,B
1,2015/11/11,36.1,B
1,2015/11/12,35.4,B
1,2015/11/13,35.4,B
1,2015/11/14,35.6,B
1,2015/11/15,35.5,B
1,2015/11/16,32.9,B
1,2015/11/17,32.5,B
1,2015/11/18,31.7,B
1,2015/11/19,30.2,B
1,2015/11/20,29.8,B
1,2015/11/21,28.0,B
1,2015/11/22,28.8,B
1,2015/11/23,27.2,B
1,2015/11/24,27.7,B
1,2015/11/25,21.5,B
1,2015/11/26,19.9,B
1,2015/11/27,20.2,B
1,2015/11/28,20.3,B
1,2015/11/29,20.9,B
1,2015/11/30,21.1,B
1,2015/12/01,21.1,B
1,2015/12/02,21.3,B
1,2015/12/03,22.9,B
1,2015/12/04,24.0,B
1,2015/12/05,24.2,B
1,2015/12/06,23.8,B
1,2015/12/07,23.0,B
1,2015/12/08,22.4,B
1,2015/12/09,22.4,B
1,2015/12/10,21.6,B
1,2015/12/11,20.9,B
1,2015/12/12,20.1,B
1,2015/12/13,19.8,B
1,2015/12/14,18.9,B
1,2015/12/15,17.0,B
1,2015/12/16,16.2,B
1,2015/12/17,15.9,B
1,2015/12/18,16.0,B
1,2015/12/19,16.7,B
1,2015/12/20,16.8,B
1,2015/12/21,16.0,B
1,2015/12/22,15.0,B
1,2015/12/23,14.6,B
1,2015/12/24,14.3,B
1,2015/12/25,14.0,B
1,2015/12/26,13.9,B
1,2015/12/27,13.9,B
1,2015/12/28,14.0,B
1,2015/12/29,14.1,B
1,2015/12/30,13.8,B
1,2015/12/31,13.4,B
1,2016/01/01,13.0,B
1,2016/01/02,12.5,B
1,2016/01/03,12.4,B
1,2016/01/04,12.4,B
1,2016/01/05,12.6,B
1,2016/01/06,11.9,B
1,2016/01/07,10.9,B
1,2016/01/08,10.5,B
1,2016/01/09,10.3,B
1,2016/01/10,10.5,B
1,2016/01/11,10.8,B
1,2016/01/12,11.0,B
1,2016/01/13,11.6,B
1,2016/01/14,12.3,B
1,2016/01/15,12.2,B
1,2016/01/16,12.8,B
1,2016/01/17,13.1,B
1,2016/01/18,13.7,B
1,2016/01/19,13.7,B
1,2016/01/20,13.4,B
1,2016/01/21,13.5,B
1,2016/01/22,14.2,B
1,2016/01/23,14.9,B
1,2016/01/24,14.8,B
1,2016/01/25,14.7,B
1,2016/01/26,14.9,B
1,2016/01/27,15.0,B
1,2016/01/28,14.9,B
1,2016/01/29,14.6,B
1,2016/01/30,14.3,B
1,2016/01/31,13.7,B
1,2016/02/01,13.3,B
1,2016/02/02,13.4,B
1,2016/02/03,13.2,B
1,2016/02/04,12.7,B
1,2016/02/05,12.9,B
1,2016/02/06,13.2,B
1,2016/02/07,13.3,B
1,2016/02/08,13.3,B
1,2016/02/09,13.3,B
1,2016/02/10,13.4,B
1,2016/02/11,13.6,B
1,2016/02/12,13.9,B
1,2016/02/13,14.1,B
1,2016/02/14,14.0,B
1,2016/02/15,13.9,B
1,2016/02/16,13.7,B
1,2016/02/17,13.7,B
1,2016/02/18,13.7,B
1,2016/02/19,13.8,B
1,2016/02/20,13.7,B
1,2016/02/21,13.1,B
1,2016/02/22,12.0,B
1,2016/02/23,11.8,B
1,2016/02/24,11.9,B
1,2016/02/25,12.2,B
1,2016/02/26,12.9,B
1,2016/02/27,13.3,B
1,2016/02/28,12.9,B
1,2016/02/29,12.8,B
1,2016/03/01,12.8,B
1,2016/03/02,12.9,B
1,2016/03/03,13.1,B
1,2016/03/04,13.3,B
1,2016/03/05,13.4,B
1,2016/03/06,13.6,B
1,2016/03/07,13.3,B
1,2016/03/08,13.2,B
1,2016/03/09,13.0,B
1,2016/03/10,12.9,B
1,2016/03/11,13.1,B
1,2016/03/12,13.1,B
1,2016/03/13,13.4,B
1,2016/03/14,13.1,B
1,2016/03/15,12.8,B
1,2016/03/16,12.6,B
1,2016/03/17,12.2,B
1,2016/03/18,12.0,B
1,2016/03/19,11.4,B
1,2016/03/20,12.6,B
1,2016/03/21,13.5,B
1,2016/03/22,13.7,B
1,2016/03/23,13.7,B
1,2016/03/24,13.6,B
1,2016/03/25,13.7,B
1,2016/03/26,13.3,B
1,2016/03/27,12.9,B
1,2016/03/28,13.0,B
1,2016/03/29,13.1,B
1,2016/03/30,13.4,B
1,2016/03/31,14.5,B
1,2016/04/01,16.6,B
1,2016/04/02,18.1,B
1,2016/04/03,18.9,B
1,2016/04/04,19.8,B
1,2016/04/05,19.9,B
1,2016/04/06,18.9,B
1,2016/04/07,18.7,B
1,2016/04/08,20.2,B
1,2016/04/09,23.6,B
1,2016/04/10,24.4,B
1,2016/04/11,24.2,B
1,2016/04/12,24.1,B
1,2016/04/13,23.8,B
1,2016/04/14,22.9,B
1,2016/04/15,22.3,B
1,2016/04/16,22.2,B
1,2016/04/17,22.5,
1,2016/04/18,25.4,
1,2016/04/19,32.6,
1,2016/04/20,48.0,
1,2016/04/21,61.5,
1,2016/04/22,73.2,
1,2016/04/23,91.4,
1,2016/04/24,101.0,
1,2016/04/25,102.0,
1,2016/04/26,91.2,
1,2016/04/27,83.2,
1,2016/04/28,80.7,
1,2016/04/29,83.0,
1,2016/04/30,87.2,
1,2016/05/01,85.5,
1,2016/05/02,96.5,
1,2016/05/03,133.0,
1,2016/05/04,169.0,
1,2016/05/05,181.0,
1,2016/05/06,170.0,
1,2016/05/07,158.0,
1,2016/05/08,175.0,
1,2016/05/09,157.0,
1,2016/05/10,127.0,
1,2016/05/11,112.0,
1,2016/05/12,104.0,
1,2016/05/13,89.8,
1,2016/05/14,83.3,
1,2016/05/15,84.3,
1,2016/05/16,94.0,
1,2016/05/17,112.0,
1,2016/05/18,135.0,
1,2016/05/19,175.0,
1,2016/05/20,157.0,
1,2016/05/21,137.0,
1,2016/05/22,148.0,
1,2016/05/23,158.0,
1,2016/05/24,145.0,
1,2016/05/25,152.0,
1,2016/05/26,170.0,
1,2016/05/27,178.0,
1,2016/05/28,167.0,
1,2016/05/29,141.0,
1,2016/05/30,125.0,
1,2016/05/31,112.0,
1,2016/06/01,112.0,
1,2016/06/02,131.0,
1,2016/06/03,159.0,
1,2016/06/04,163.0,
1,2016/06/05,209.0,
1,2016/06/06,239.0,
1,2016/06/07,300.0,E
1,2016/06/08,316.0,E
1,2016/06/09,315.0,E
1,2016/06/10,287.0,
1,2016/06/11,243.0,
1,2016/06/12,197.0,
1,2016/06/13,166.0,
1,2016/06/14,154.0,
1,2016/06/15,135.0,
1,2016/06/16,117.0,
1,2016/06/17,105.0,
1,2016/06/18,96.7,
1,2016/06/19,96.2,
1,2016/06/20,112.0,
1,2016/06/21,131.0,
1,2016/06/22,144.0,
1,2016/06/23,144.0,
1,2016/06/24,142.0,
1,2016/06/25,148.0,
1,2016/06/26,162.0,
1,2016/06/27,163.0,
1,2016/06/28,173.0,
1,2016/06/29,188.0,
1,2016/06/30,222.0,
1,2016/07/01,247.0,
1,2016/07/02,228.0,
1,2016/07/03,236.0,
1,2016/07/04,233.0,
1,2016/07/05,186.0,
1,2016/07/06,163.0,
1,2016/07/07,152.0,
1,2016/07/08,151.0,
1,2016/07/09,159.0,
1,2016/07/10,169.0,
1,2016/07/11,184.0,
1,2016/07/12,226.0,
1,2016/07/13,225.0,
1,2016/07/14,266.0,
1,2016/07/15,252.0,
1,2016/07/16,240.0,
1,2016/07/17,229.0,
1,2016/07/18,214.0,
1,2016/07/19,216.0,
1,2016/07/20,215.0,
1,2016/07/21,212.0,
1,2016/07/22,206.0,
1,2016/07/23,204.0,
1,2016/07/24,188.0,
1,2016/07/25,194.0,
1,2016/07/26,201.0,
1,2016/07/27,209.0,
1,2016/07/28,216.0,
1,2016/07/29,220.0,
1,2016/07/30,241.0,
1,2016/07/31,236.0,
1,2016/08/01,193.0,
1,2016/08/02,178.0,
1,2016/08/03,177.0,
1,2016/08/04,175.0,
1,2016/08/05,174.0,
1,2016/08/06,184.0,
1,2016/08/07,196.0,
1,2016/08/08,199.0,
1,2016/08/09,204.0,
1,2016/08/10,209.0,
1,2016/08/11,196.0,
1,2016/08/12,184.0,
1,2016/08/13,182.0,
1,2016/08/14,201.0,
1,2016/08/15,203.0,
1,2016/08/16,198.0,
1,2016/08/17,195.0,
1,2016/08/18,180.0,
1,2016/08/19,156.0,
1,2016/08/20,152.0,
1,2016/08/21,167.0,
1,2016/08/22,181.0,
1,2016/08/23,154.0,
1,2016/08/24,139.0,
1,2016/08/25,138.0,
1,2016/08/26,137.0,
1,2016/08/27,149.0,
1,2016/08/28,182.0,
1,2016/08/29,157.0,
1,2016/08/30,161.0,
1,2016/08/31,179.0,
1,2016/09/01,189.0,
1,2016/09/02,166.0,
1,2016/09/03,142.0,
1,2016/09/04,128.0,
1,2016/09/05,115.0,
1,2016/09/06,107.0,
1,2016/09/07,98.3,
1,2016/09/08,97.3,
1,2016/09/09,95.6,
1,2016/09/10,90.8,
1,2016/09/11,115.0,
1,2016/09/12,97.3,
1,2016/09/13,86.9,
1,2016/09/14,82.5,
1,2016/09/15,81.9,
1,2016/09/16,83.4,
1,2016/09/17,96.4,
1,2016/09/18,116.0,
1,2016/09/19,97.3,
1,2016/09/20,84.3,
1,2016/09/21,75.5,
1,2016/09/22,69.6,
1,2016/09/23,65.8,
1,2016/09/24,63.8,
1,2016/09/25,60.4,
1,2016/09/26,57.5,
1,2016/09/27,80.7,
1,2016/09/28,97.2,
1,2016/09/29,77.6,
1,2016/09/30,76.9,
1,2016/10/01,95.9,
1,2016/10/02,96.8,
1,2016/10/03,81.6,
1,2016/10/04,73.0,
1,2016/10/05,67.2,
1,2016/10/06,62.7,
1,2016/10/07,60.0,
1,2016/10/08,59.1,
1,2016/10/09,59.4,
1,2016/10/10,55.8,
1,2016/10/11,50.1,B
1,2016/10/12,45.4,B
1,2016/10/13,46.6,B
1,2016/10/14,48.2,B
1,2016/10/15,49.9,
1,2016/10/16,49.4,
1,2016/10/17,47.5,
1,2016/10/18,45.8,
1,2016/10/19,44.6,
1,2016/10/20,42.9,
1,2016/10/21,43.3,
1,2016/10/22,41.4,
1,2016/10/23,39.7,
1,2016/10/24,39.0,
1,2016/10/25,39.0,
1,2016/10/26,39.0,
1,2016/10/27,38.6,
1,2016/10/28,39.3,
1,2016/10/29,37.6,
1,2016/10/30,36.8,
1,2016/10/31,34.8,
1,2016/11/01,35.6,
1,2016/11/02,35.1,
1,2016/11/03,34.9,
1,2016/11/04,35.2,
1,2016/11/05,34.7,
1,2016/11/06,43.0,
1,2016/11/07,42.5,
1,2016/11/08,41.5,
1,2016/11/09,64.5,
1,2016/11/10,80.5,
1,2016/11/11,65.5,
1,2016/11/12,60.3,
1,2016/11/13,64.9,
1,2016/11/14,59.2,
1,2016/11/15,53.4,
1,2016/11/16,50.6,
1,2016/11/17,47.0,
1,2016/11/18,44.5,B
1,2016/11/19,41.8,B
1,2016/11/20,41.5,B
1,2016/11/21,41.4,B
1,2016/11/22,40.0,B
1,2016/11/23,36.0,B
1,2016/11/24,36.3,B
1,2016/11/25,36.4,B
1,2016/11/26,34.8,B
1,2016/11/27,35.7,B
1,2016/11/28,34.8,B
1,2016/11/29,30.6,B
1,2016/11/30,27.1,B
1,2016/12/01,26.1,B
1,2016/12/02,25.6,B
1,2016/12/03,25.5,B
1,2016/12/04,25.5,B
1,2016/12/05,22.0,B
1,2016/12/06,17.2,B
1,2016/12/07,14.3,B
1,2016/12/08,12.6,B
1,2016/12/09,10.2,B
1,2016/12/10,10.5,B
1,2016/12/11,11.6,B
1,2016/12/12,12.1,B
1,2016/12/13,11.7,B
1,2016/12/14,11.0,B
1,2016/12/15,10.5,B
1,2016/12/16,11.0,B
1,2016/12/17,12.5,B
1,2016/12/18,14.6,B
1,2016/12/19,16.8,B
1,2016/12/20,18.4,B
1,2016/12/21,19.3,B
1,2016/12/22,19.5,B
1,2016/12/23,19.0,B
1,2016/12/24,18.0,B
1,2016/12/25,16.1,B
1,2016/12/26,15.0,B
1,2016/12/27,15.2,B
1,2016/12/28,15.8,B
1,2016/12/29,16.7,B
1,2016/12/30,17.4,B
1,2016/12/31,17.6,B
1,2017/01/01,17.0,B
1,2017/01/02,15.9,B
1,2017/01/03,14.9,B
1,2017/01/04,14.7,B
1,2017/01/05,15.3,B
1,2017/01/06,15.6,B
1,2017/01/07,15.3,B
1,2017/01/08,14.9,B
1,2017/01/09,14.6,B
1,2017/01/10,14.5,B
1,2017/01/11,14.5,B
1,2017/01/12,14.6,B
1,2017/01/13,14.8,B
1,2017/01/14,14.5,B
1,2017/01/15,14.9,B
1,2017/01/16,15.2,B
1,2017/01/17,15.0,B
1,2017/01/18,14.9,B
1,2017/01/19,15.5,B
1,2017/01/20,15.7,B
1,2017/01/21,15.6,B
1,2017/01/22,15.6,B
1,2017/01/23,15.3,B
1,2017/01/24,14.8,B
1,2017/01/25,14.6,B
1,2017/01/26,14.6,B
1,2017/01/27,14.4,B
1,2017/01/28,14.6,B
1,2017/01/29,14.7,B
1,2017/01/30,14.2,B
1,2017/01/31,13.6,B
1,2017/02/01,13.3,B
1,2017/02/02,13.1,B
1,2017/02/03,12.5,B
1,2017/02/04,11.9,B
1,2017/02/05,11.3,B
1,2017/02/06,10.9,B
1,2017/02/07,10.9,B
1,2017/02/08,11.0,B
1,2017/02/09,11.1,B
1,2017/02/10,11.1,B
1,2017/02/11,11.1,B
1,2017/02/12,11.1,B
1,2017/02/13,11.4,B
1,2017/02/14,11.9,B
1,2017/02/15,12.0,B
1,2017/02/16,11.5,B
1,2017/02/17,10.7,B
1,2017/02/18,10.4,B
1,2017/02/19,10.2,B
1,2017/02/20,10.1,B
1,2017/02/21,10.7,B
1,2017/02/22,11.2,B
1,2017/02/23,11.2,B
1,2017/02/24,11.0,B
1,2017/02/25,11.2,B
1,2017/02/26,11.4,B
1,2017/02/27,11.4,B
1,2017/02/28,11.3,B
1,2017/03/01,11.5,B
1,2017/03/02,11.8,B
1,2017/03/03,11.7,B
1,2017/03/04,11.3,B
1,2017/03/05,11.0,B
1,2017/03/06,11.5,B
1,2017/03/07,11.4,B
1,2017/03/08,11.8,B
1,2017/03/09,11.9,B
1,2017/03/10,11.7,B
1,2017/03/11,11.5,B
1,2017/03/12,11.9,B
1,2017/03/13,12.3,
1,2017/03/14,12.3,
1,2017/03/15,12.1,
1,2017/03/16,12.4,
1,2017/03/17,12.1,
1,2017/03/18,11.8,
1,2017/03/19,11.6,
1,2017/03/20,11.3,B
1,2017/03/21,11.2,
1,2017/03/22,11.6,
1,2017/03/23,11.8,
1,2017/03/24,11.5,
1,2017/03/25,11.5,
1,2017/03/26,11.6,
1,2017/03/27,11.5,
1,2017/03/28,11.8,
1,2017/03/29,11.9,
1,2017/03/30,12.1,
1,2017/03/31,12.5,
1,2017/04/01,13.0,
1,2017/04/02,13.2,
1,2017/04/03,12.7,
1,2017/04/04,11.8,
1,2017/04/05,12.3,
1,2017/04/06,13.0,
1,2017/04/07,13.8,
1,2017/04/08,13.7,
1,2017/04/09,14.3,
1,2017/04/10,13.9,
1,2017/04/11,13.5,
1,2017/04/12,13.5,
1,2017/04/13,13.2,
1,2017/04/14,14.0,
1,2017/04/15,14.4,
1,2017/04/16,13.5,
1,2017/04/17,13.8,
1,2017/04/18,14.1,
1,2017/04/19,15.2,
1,2017/04/20,15.7,
1,2017/04/21,16.4,
1,2017/04/22,18.3,
1,2017/04/23,18.1,
1,2017/04/24,18.0,
1,2017/04/25,16.9,
1,2017/04/26,16.0,
1,2017/04/27,15.7,
1,2017/04/28,16.5,
1,2017/04/29,16.8,
1,2017/04/30,16.6,
1,2017/05/01,17.2,
1,2017/05/02,17.4,
1,2017/05/03,18.3,
1,2017/05/04,21.4,
1,2017/05/05,32.6,
1,2017/05/06,57.5,
1,2017/05/07,67.7,
1,2017/05/08,62.1,
1,2017/05/09,52.0,
1,2017/05/10,51.8,
1,2017/05/11,59.0,
1,2017/05/12,82.6,
1,2017/05/13,94.1,
1,2017/05/14,78.5,
1,2017/05/15,65.8,
1,2017/05/16,57.5,
1,2017/05/17,52.2,
1,2017/05/18,49.1,
1,2017/05/19,51.1,
1,2017/05/20,57.3,
1,2017/05/21,72.2,
1,2017/05/22,100.0,
1,2017/05/23,144.0,
1,2017/05/24,232.0,
1,2017/05/25,197.0,
1,2017/05/26,161.0,
1,2017/05/27,159.0,
1,2017/05/28,210.0,
1,2017/05/29,263.0,
1,2017/05/30,330.0,
1,2017/05/31,407.0,
1,2017/06/01,408.0,
1,2017/06/02,420.0,
1,2017/06/03,368.0,
1,2017/06/04,326.0,
1,2017/06/05,307.0,
1,2017/06/06,289.0,
1,2017/06/07,292.0,
1,2017/06/08,320.0,
1,2017/06/09,402.0,
1,2017/06/10,394.0,
1,2017/06/11,303.0,
1,2017/06/12,259.0,
1,2017/06/13,286.0,
1,2017/06/14,287.0,
1,2017/06/15,281.0,
1,2017/06/16,261.0,
1,2017/06/17,261.0,
1,2017/06/18,225.0,
1,2017/06/19,204.0,
1,2017/06/20,211.0,
1,2017/06/21,279.0,
1,2017/06/22,223.0,
1,2017/06/23,186.0,
1,2017/06/24,180.0,
1,2017/06/25,197.0,
1,2017/06/26,264.0,
1,2017/06/27,332.0,
1,2017/06/28,277.0,
1,2017/06/29,247.0,
1,2017/06/30,255.0,
1,2017/07/01,303.0,
1,2017/07/02,326.0,
1,2017/07/03,335.0,
1,2017/07/04,297.0,
1,2017/07/05,270.0,
1,2017/07/06,264.0,
1,2017/07/07,275.0,
1,2017/07/08,297.0,
1,2017/07/09,290.0,
1,2017/07/10,271.0,
1,2017/07/11,259.0,
1,2017/07/12,237.0,
1,2017/07/13,230.0,
1,2017/07/14,234.0,
1,2017/07/15,238.0,
1,2017/07/16,251.0,
1,2017/07/17,201.0,
1,2017/07/18,167.0,
1,2017/07/19,154.0,
1,2017/07/20,172.0,
1,2017/07/21,186.0,
1,2017/07/22,161.0,
1,2017/07/23,178.0,
1,2017/07/24,212.0,
1,2017/07/25,170.0,
1,2017/07/26,163.0,
1,2017/07/27,175.0,
1,2017/07/28,193.0,
1,2017/07/29,187.0,
1,2017/07/30,193.0,
1,2017/07/31,188.0,
1,2017/08/01,184.0,
1,2017/08/02,175.0,
1,2017/08/03,171.0,
1,2017/08/04,183.0,
1,2017/08/05,168.0,
1,2017/08/06,164.0,
1,2017/08/07,168.0,
1,2017/08/08,175.0,
1,2017/08/09,174.0,
1,2017/08/10,176.0,
1,2017/08/11,182.0,
1,2017/08/12,186.0,
1,2017/08/13,193.0,
1,2017/08/14,196.0,
1,2017/08/15,148.0,
1,2017/08/16,130.0,
1,2017/08/17,128.0,
1,2017/08/18,136.0,
1,2017/08/19,170.0,
1,2017/08/20,129.0,
1,2017/08/21,108.0,
1,2017/08/22,110.0,
1,2017/08/23,141.0,
1,2017/08/24,164.0,
1,2017/08/25,147.0,
1,2017/08/26,113.0,
1,2017/08/27,117.0,
1,2017/08/28,140.0,
1,2017/08/29,156.0,
1,2017/08/30,163.0,
1,2017/08/31,159.0,
1,2017/09/01,132.0,
1,2017/09/02,123.0,
1,2017/09/03,166.0,
1,2017/09/04,156.0,
1,2017/09/05,134.0,
1,2017/09/06,132.0,
1,2017/09/07,139.0,
1,2017/09/08,165.0,
1,2017/09/09,191.0,
1,2017/09/10,222.0,
1,2017/09/11,150.0,
1,2017/09/12,172.0,
1,2017/09/13,188.0,
1,2017/09/14,140.0,
1,2017/09/15,112.0,
1,2017/09/16,95.8,
1,2017/09/17,85.4,
1,2017/09/18,79.0,
1,2017/09/19,74.6,
1,2017/09/20,70.2,
1,2017/09/21,68.2,
1,2017/09/22,61.6,
1,2017/09/23,58.4,
1,2017/09/24,55.7,
1,2017/09/25,57.5,
1,2017/09/26,64.1,
1,2017/09/27,66.6,
1,2017/09/28,67.0,
1,2017/09/29,67.8,
1,2017/09/30,75.6,
1,2017/10/01,79.5,
1,2017/10/02,67.8,
1,2017/10/03,58.9,
1,2017/10/04,55.6,
1,2017/10/05,53.0,
1,2017/10/06,52.5,
1,2017/10/07,54.8,
1,2017/10/08,51.0,
1,2017/10/09,47.4,
1,2017/10/10,45.9,
1,2017/10/11,45.4,
1,2017/10/12,43.9,
1,2017/10/13,41.8,
1,2017/10/14,39.9,
1,2017/10/15,38.8,
1,2017/10/16,38.5,
1,2017/10/17,61.6,
1,2017/10/18,93.8,
1,2017/10/19,68.8,
1,2017/10/20,62.8,
1,2017/10/21,56.2,
1,2017/10/22,50.2,
1,2017/10/23,46.8,
1,2017/10/24,44.3,
1,2017/10/25,49.6,
1,2017/10/26,51.7,
1,2017/10/27,47.0,
1,2017/10/28,45.4,
1,2017/10/29,46.5,
1,2017/10/30,42.9,
1,2017/10/31,44.4,
1,2017/11/01,44.7,
1,2017/11/02,36.7,
1,2017/11/03,28.4,B
1,2017/11/04,24.8,B
1,2017/11/05,26.2,B
1,2017/11/06,24.4,B
1,2017/11/07,23.7,B
1,2017/11/08,27.5,B
1,2017/11/09,27.0,B
1,2017/11/10,30.5,B
1,2017/11/11,30.0,B
1,2017/11/12,28.4,B
1,2017/11/13,28.0,B
1,2017/11/14,26.9,B
1,2017/11/15,26.2,B
1,2017/11/16,25.0,B
1,2017/11/17,23.9,B
1,2017/11/18,22.7,B
1,2017/11/19,22.8,B
1,2017/11/20,22.2,B
1,2017/11/21,20.3,B
1,2017/11/22,23.1,B
1,2017/11/23,26.9,B
1,2017/11/24,31.8,B
1,2017/11/25,27.6,B
1,2017/11/26,25.1,B
1,2017/11/27,26.4,B
1,2017/11/28,23.3,B
1,2017/11/29,22.6,B
1,2017/11/30,21.5,B
1,2017/12/01,20.7,B
1,2017/12/02,20.3,B
1,2017/12/03,17.8,B
1,2017/12/04,16.5,B
1,2017/12/05,18.7,B
1,2017/12/06,15.6,B
1,2017/12/07,14.8,B
1,2017/12/08,14.5,B
1,2017/12/09,15.0,B
1,2017/12/10,15.6,B
1,2017/12/11,15.1,B
1,2017/12/12,15.1,B
1,2017/12/13,14.9,B
1,2017/12/14,15.0,B
1,2017/12/15,15.6,B
1,2017/12/16,15.1,B
1,2017/12/17,14.6,B
1,2017/12/18,14.2,B
1,2017/12/19,13.8,B
1,2017/12/20,14.0,B
1,2017/12/21,13.0,B
1,2017/12/22,12.0,B
1,2017/12/23,11.3,B
1,2017/12/24,9.9,B
1,2017/12/25,9.19,B
1,2017/12/26,9.16,B
1,2017/12/27,9.17,B
1,2017/12/28,8.9,B
1,2017/12/29,8.56,B
1,2017/12/30,8.39,B
1,2017/12/31,8.37,B
1,2018/01/01,8.69,B
1,2018/01/02,9.34,B
1,2018/01/03,9.87,B
1,2018/01/04,10.1,B
1,2018/01/05,10.1,B
1,2018/01/06,10.0,B
1,2018/01/07,9.9,B
1,2018/01/08,9.65,B
1,2018/01/09,9.3,B
1,2018/01/10,8.91,B
1,2018/01/11,8.54,B
1,2018/01/12,8.27,B
1,2018/01/13,8.1,B
1,2018/01/14,8.06,B
1,2018/01/15,8.39,B
1,2018/01/16,9.04,B
1,2018/01/17,9.69,B
1,2018/01/18,10.1,B
1,2018/01/19,10.1,B
1,2018/01/20,10.1,B
1,2018/01/21,9.97,B
1,2018/01/22,9.82,B
1,2018/01/23,9.55,B
1,2018/01/24,9.18,B
1,2018/01/25,8.75,B
1,2018/01/26,8.41,B
1,2018/01/27,8.69,B
1,2018/01/28,9.14,B
1,2018/01/29,9.11,B
1,2018/01/30,8.67,B
1,2018/01/31,8.14,B
1,2018/02/01,8.79,B
1,2018/02/02,8.31,B
1,2018/02/03,7.92,B
1,2018/02/04,7.87,B
1,2018/02/05,7.96,B
1,2018/02/06,8.13,B
1,2018/02/07,8.34,B
1,2018/02/08,8.52,B
1,2018/02/09,8.67,B
1,2018/02/10,8.79,B
1,2018/02/11,8.89,B
1,2018/02/12,8.97,B
1,2018/02/13,9.01,B
1,2018/02/14,8.99,B
1,2018/02/15,8.88,B
