LOCAL_DATE3,DIRECTION_MAX_GUST3,SPEED_MAX_GUST3,COOLING_DEGREE_DAYS3,HEATING_DEGREE_DAYS3,MAX_REL_HUMIDITY3,MIN_REL_HUMIDITY3,TOTAL_PRECIPITATION3,TOTAL_RAIN3,TOTAL_SNOW3,SNOW_ON_GROUND3,MAX_TEMPERATURE3,MEAN_TEMPERATURE3,MIN_TEMPERATURE3
5/23/1977,18,35,0,7.6,,,6.1,6.1,0,0,17.9,10.4,2.8
5/24/1977,18,35,0,10.3,,,12.1,12.1,0,0,12.3,7.7,3
5/25/1977,18,31,0,11.1,,,0,0,0,0,13.7,6.9,0
5/26/1977,21,41,0,9.9,,,0,0,0,0,17.6,8.1,-1.5
5/27/1977,0,0,0,8.4,,,0.2,0.2,0,0,16.1,9.6,3
5/28/1977,0,0,0,11.4,,,4,4,0,0,11.9,6.6,1.2
5/29/1977,0,0,0,10.4,,,5.6,5.6,0,0,11.1,7.6,4
5/30/1977,0,0,0,8.4,,,0,0,0,0,14.2,9.6,5
5/31/1977,0,0,0,9.1,,,14.5,14.5,0,0,13.2,8.9,4.5
6/1/1977,0,0,0,7.4,,,13.7,13.7,0,0,14.1,10.6,7
6/2/1977,24,44,0,9.7,,,0,0,0,0,14.9,8.3,1.6
6/3/1977,0,0,0,8.4,,,0,0,0,0,15.6,9.6,3.5
6/4/1977,0,0,0,8.3,,,7.6,7.6,0,0,14.9,9.7,4.4
6/5/1977,36,31,0,6.8,,,2.2,2.2,0,0,18.8,11.2,3.5
6/6/1977,0,0,0,6.2,,,0.3,0.3,0,0,20.2,11.8,3.3
6/7/1977,0,0,0,2,,,0,0,0,0,22.1,16,9.8
6/8/1977,0,0,0,6.7,,,7.6,7.6,0,0,15,11.3,7.5
6/9/1977,0,0,0,9.3,,,10.4,10.4,0,0,12.4,8.7,5
6/10/1977,0,0,0,9.3,,,0,0,0,0,17.5,8.7,-0.1
6/11/1977,0,0,0,7.2,,,0,0,0,0,20.3,10.8,1.2
6/12/1977,0,0,0,4.3,,,0.2,0.2,0,0,17.2,13.7,10.2
6/13/1977,5,37,0,5.5,,,11.8,11.8,0,0,17.5,12.5,7.5
6/14/1977,27,31,0,2.9,,,2,2,0,0,22.2,15.1,8
6/15/1977,0,0,0,4.6,,,0,0,0,0,22.3,13.4,4.5
6/16/1977,0,0,0,2.6,,,0,0,0,0,25.3,15.4,5.5
6/17/1977,0,0,0.1,0,,,0,0,0,0,27.5,18.1,8.7
6/18/1977,17,46,1.1,0,,,1.7,1.7,0,0,30.2,19.1,8
6/19/1977,0,0,0,0.5,,,0,0,0,0,23.6,17.5,11.4
6/20/1977,0,0,0,2.9,,,2.9,2.9,0,0,20.6,15.1,9.5
6/21/1977,16,35,0,5.4,,,8.4,8.4,0,0,17,12.6,8.2
6/22/1977,25,43,0,5.4,,,0,0,0,0,17,12.6,8.2
6/23/1977,21,46,0,6,,,1.2,1.2,0,0,18.8,12,5.2
6/24/1977,23,63,0,5.4,,,0.8,0.8,0,0,16.9,12.6,8.2
6/25/1977,22,31,0,4,,,0,0,0,0,18.7,14,9.2
6/26/1977,0,0,0,5.7,,,0,0,0,0,16.5,12.3,8
6/27/1977,17,41,0,6,,,0.4,0.4,0,0,16.7,12,7.3
6/28/1977,18,41,0,6.1,,,0.2,0.2,0,0,14.8,11.9,8.9
6/29/1977,21,35,0,6.9,,,0,0,0,0,20,11.1,2.1
6/30/1977,0,0,0,6,,,0.4,0.4,0,0,16.7,12,7.2
7/1/1977,18,44,0,6.6,,,1.2,1.2,0,0,16.2,11.4,6.6
7/2/1977,0,0,0,8.9,,,21,21,0,0,11.4,9.1,6.7
7/3/1977,0,0,0,6.5,,,4.6,4.6,0,0,16.1,11.5,6.8
7/4/1977,0,0,0,7.2,,,0.6,0.6,0,0,15.7,10.8,5.8
7/5/1977,0,0,0,6.9,,,2.1,2.1,0,0,16.5,11.1,5.7
7/6/1977,0,0,0,4.9,,,1,1,0,0,20,13.1,6.2
7/7/1977,0,0,0,2.5,,,1.4,1.4,0,0,21.2,15.5,9.7
7/8/1977,0,0,0,3,,,3.7,3.7,0,0,22.7,15,7.2
7/9/1977,0,0,0,3,,,6.7,6.7,0,0,18.3,15,11.7
7/10/1977,0,0,0,3.7,,,0.8,0.8,0,0,21.1,14.3,7.5
7/11/1977,3,35,0,4.6,,,6.8,6.8,0,0,14.7,13.4,12
7/12/1977,0,0,0,3.2,,,0.4,0.4,0,0,20,14.8,9.6
7/13/1977,25,33,0,3.6,,,7.7,7.7,0,0,19,14.4,9.8
7/14/1977,0,0,0,4.7,,,4.9,4.9,0,0,17.5,13.3,9
7/15/1977,18,33,0,3.7,,,2.1,2.1,0,0,19,14.3,9.5
7/16/1977,18,46,0,3.9,,,1.6,1.6,0,0,17.2,14.1,10.9
7/17/1977,21,37,0,7.5,,,0,0,0,0,14.1,10.5,6.8
7/18/1977,0,0,0,10.2,,,17,17,0,0,10.2,7.8,5.4
7/19/1977,0,0,0,6.8,,,0,0,0,0,17.8,11.2,4.5
7/20/1977,0,0,0,3.2,,,0,0,0,0,23.1,14.8,6.4
7/21/1977,0,0,0,3.7,,,9.4,9.4,0,0,17.5,14.3,11
7/22/1977,0,0,0,6.6,,,0,0,0,0,18,11.4,4.8
7/23/1977,0,0,0,5,,,0,0,0,0,21.5,13,4.4
7/24/1977,0,0,0,3,,,0,0,0,0,25.2,15,4.8
7/25/1977,0,0,0.8,0,,,0,0,0,0,28.7,18.8,8.8
7/26/1977,0,0,2.3,0,,,0,0,0,0,28.3,20.3,12.2
7/27/1977,0,0,1.5,0,,,0,0,0,0,29.5,19.5,9.4
7/28/1977,15,35,2.3,0,,,2.1,2.1,0,0,26.8,20.3,13.8
7/29/1977,0,0,0,1,,,7.4,7.4,0,0,20.3,17,13.6
7/30/1977,18,33,0,2.5,,,1.2,1.2,0,0,22.3,15.5,8.6
7/31/1977,0,0,0,1.8,,,0,0,0,0,21.4,16.2,11
8/1/1977,0,0,0,4,,,0,0,0,0,23.4,14,4.6
8/2/1977,0,0,0,2.2,,,0,0,0,0,23.8,15.8,7.8
8/3/1977,4,33,0,1.7,,,0,0,0,0,23.1,16.3,9.4
8/4/1977,0,0,0,1.8,,,0,0,0,0,25.3,16.2,7
8/5/1977,0,0,0,0.7,,,0,0,0,0,24.9,17.3,9.7
8/6/1977,0,0,0,2.3,,,0.8,0.8,0,0,24.2,15.7,7.2
8/7/1977,0,0,0.9,0,,,0,0,0,0,26.9,18.9,10.8
8/8/1977,0,0,0,1.3,,,9.3,9.3,0,0,22.3,16.7,11.1
8/9/1977,0,0,0,2,,,1.1,1.1,0,0,20.8,16,11.2
8/10/1977,0,0,0,0.3,,,0,0,0,0,25.7,17.7,9.6
8/11/1977,0,0,0.5,0,,,0,0,0,0,26.8,18.5,10.1
8/12/1977,0,0,1.1,0,,,0,0,0,0,26.5,19.1,11.6
8/13/1977,3,44,0,2.1,,,0,0,0,0,21.6,15.9,10.2
8/14/1977,0,0,0,4.1,,,0,0,0,0,22.6,13.9,5.2
8/15/1977,0,0,0,3.5,,,0,0,0,0,25.6,14.5,3.3
8/16/1977,0,0,0,0.1,,,0,0,0,0,27.9,17.9,7.8
8/17/1977,0,0,0,0.5,,,1,1,0,0,28,17.5,6.9
8/18/1977,0,0,0.3,0,,,0,0,0,0,25.2,18.3,11.4
8/19/1977,0,0,1.7,0,,,0,0,0,0,28.6,19.7,10.8
8/20/1977,2,44,2.4,0,,,0,0,0,0,30.3,20.4,10.4
8/21/1977,0,0,0,1.5,,,0.8,0.8,0,0,21,16.5,12
8/22/1977,0,0,0,7.6,,,0,0,0,0,17.7,10.4,3
8/23/1977,26,33,0,5.7,,,13.4,13.4,0,0,15.6,12.3,9
8/24/1977,35,33,0,6.2,,,3.6,3.6,0,0,15.5,11.8,8
8/25/1977,26,31,0,7.8,,,5.2,5.2,0,0,16.5,10.2,3.9
8/26/1977,0,0,0,7,,,1.6,1.6,0,0,16.1,11,5.8
8/27/1977,0,0,0,9.2,,,1,1,0,0,15.3,8.8,2.2
8/28/1977,17,31,0,7.8,,,6.6,6.6,0,0,12.3,10.2,8
8/29/1977,0,0,0,7.1,,,0.5,0.5,0,0,14.3,10.9,7.5
8/30/1977,0,0,0,8.1,,,10.2,10.2,0,0,12.8,9.9,7
8/31/1977,0,0,0,9,,,0,0,0,0,14.8,9,3.2
9/1/1977,0,0,0,10.7,,,0,0,0,0,16.2,7.3,-1.7
9/2/1977,0,0,0,12.8,,,0,0,0,0,12.4,5.2,-2.1
9/3/1977,0,0,0,8.5,,,1.2,1.2,0,0,11.9,9.5,7
9/4/1977,0,0,0,9.2,,,4.4,4.4,0,0,10.5,8.8,7
9/5/1977,0,0,0,9.5,,,4.4,4.4,0,0,13.8,8.5,3.1
9/6/1977,0,0,0,9.6,,,0.8,0.8,0,0,13.7,8.4,3
9/7/1977,0,0,0,10.4,,,0,0,0,0,16.2,7.6,-1
9/8/1977,24,31,0,9.1,,,0,0,0,0,16.3,8.9,1.4
9/9/1977,0,0,0,9.6,,,0.8,0.8,0,0,14.4,8.4,2.4
9/10/1977,0,0,0,11,,,0,0,0,0,15.4,7,-1.5
9/11/1977,0,0,0,10.2,,,0,0,0,0,16.6,7.8,-1
9/12/1977,0,0,0,6.1,,,0,0,0,0,19.8,11.9,3.9
9/13/1977,30,33,0,5.8,,,0,0,0,0,17,12.2,7.4
9/14/1977,0,0,0,7.7,,,0,0,0,0,15.5,10.3,5
9/15/1977,0,0,0,11.9,,,0,0,0,0,13.4,6.1,-1.2
9/16/1977,0,0,0,11.1,,,0,0,0,0,13.2,6.9,0.6
9/17/1977,0,0,0,12.1,,,0,0,0,0,13.5,5.9,-1.7
9/18/1977,0,0,0,10,,,1.8,1.8,0,0,10.9,8,5
9/19/1977,0,0,0,11.6,,,17.8,17.8,0,0,9.7,6.4,3.1
9/20/1977,0,0,0,8.2,,,8.6,8.6,0,0,11.4,9.8,8.2
9/21/1977,0,0,0,9.1,,,0,0,0,0,11.8,8.9,6
9/22/1977,15,33,0,10.8,,,5.1,5.1,0,0,8,7.2,6.4
9/23/1977,0,0,0,11.4,,,5.6,5.6,0,0,8.6,6.6,4.5
9/24/1977,0,0,0,10.2,,,0.2,0.2,0,0,10.2,7.8,5.4
9/25/1977,0,0,0,9.3,,,2.6,2.6,0,0,11.1,8.7,6.3
9/26/1977,0,0,0,9.1,,,6.6,6.6,0,0,12,8.9,5.7
9/27/1977,0,0,0,10.2,,,4.2,4.2,0,0,9.2,7.8,6.4
9/28/1977,0,0,0,9.4,,,0,0,0,0,11.2,8.6,6
9/29/1977,0,0,0,11.8,,,0,0,0,0,7.4,6.2,5
9/30/1977,0,0,0,10.8,,,1,1,0,0,10.1,7.2,4.2
10/1/1977,0,0,0,15.1,,,0.2,0.2,0,0,6.7,2.9,-0.9
10/2/1977,0,0,0,13.3,,,0,0,0,0,8.6,4.7,0.8
10/3/1977,0,0,0,13.9,,,0,0,0,0,8.1,4.1,0
10/4/1977,0,0,0,16.4,,,0,0,0,0,7,1.6,-3.8
10/5/1977,0,0,0,13,,,0,0,0,0,9.9,5,0
10/6/1977,0,0,0,15.5,,,0,0,0,0,7.5,2.5,-2.6
10/7/1977,0,0,0,14.9,,,0.8,0.8,0,0,8.4,3.1,-2.2
10/8/1977,21,39,0,13.8,,,1,1,0,0,6.4,4.2,1.9
10/9/1977,0,0,0,14.2,,,0,0,0,0,8.5,3.8,-1
10/10/1977,16,33,0,17.1,,,1.2,1.2,0,0,5.6,0.9,-3.9
10/11/1977,0,0,0,13,,,2.6,2.6,0,0,8,5,2
10/12/1977,23,48,0,9.5,,,2.8,2.8,0,0,10.9,8.5,6
10/13/1977,21,33,0,12.8,,,0,0,0,0,8.6,5.2,1.8
10/14/1977,17,33,0,14,,,0,0,0,0,9.2,4,-1.3
10/15/1977,0,0,0,11.8,,,0,0,0,0,10.6,6.2,1.8
10/16/1977,23,41,0,10.7,,,0,0,0,0,10.7,7.3,3.8
10/17/1977,16,37,0,9.8,,,0,0,0,0,11.3,8.2,5
10/18/1977,22,41,0,10.3,,,0.6,0.6,0,0,11.4,7.7,4
10/19/1977,23,37,0,17.3,,,0,0,0,0,6.3,0.7,-5
10/20/1977,0,0,0,19.7,,,0,0,0,0,5.6,-1.7,-8.9
10/21/1977,18,39,0,17.2,,,0,0,0,0,8.1,0.8,-6.5
10/22/1977,0,0,0,10.4,,,16.4,16.4,0,0,10.7,7.6,4.5
10/23/1977,18,59,0,11.7,,,10,10,0,0,8.6,6.3,4
10/24/1977,0,0,0,17.9,,,1.6,0,1.6,0,4,0.1,-3.9
10/25/1977,0,0,0,15.2,,,0,0,0,0,5.8,2.8,-0.2
10/26/1977,20,33,0,12.1,,,0,0,0,0,8,5.9,3.7
10/27/1977,15,39,0,14.2,,,0,0,0,0,9.9,3.8,-2.4
10/28/1977,13,41,0,12.2,,,3,3,0,0,7.9,5.8,3.6
10/29/1977,0,0,0,12.9,,,3.2,3.2,0,0,9.1,5.1,1
10/30/1977,17,37,0,16.2,,,4.2,4.2,0,0,4.3,1.8,-0.7
10/31/1977,0,0,0,17.9,,,0,0,0,0,4.2,0.1,-4
11/1/1977,3,33,0,20.1,,,3.8,0,3.8,0,0,-2.1,-4.1
11/2/1977,0,0,0,17.5,,,0.2,0,0.2,2,2.3,0.5,-1.3
11/3/1977,0,0,0,20.8,,,0,0,0,2,1.6,-2.8,-7.1
11/4/1977,0,0,0,23.2,,,0,0,0,1,1.3,-5.2,-11.6
11/5/1977,0,0,0,23.1,,,0.8,0,1,1,-0.5,-5.1,-9.6
11/6/1977,24,48,0,19.4,,,5.6,0,5.6,2,2.3,-1.4,-5
11/7/1977,0,0,0,19,,,0,0,0,8,2,-1,-3.9
11/8/1977,12,31,0,21.5,,,3.3,0,3.3,7,-2,-3.5,-5
11/9/1977,0,0,0,20.6,,,0,0,0,11,-1.2,-2.6,-3.9
11/10/1977,0,0,0,19.3,,,8,0,8.6,13,0.9,-1.3,-3.5
11/11/1977,15,46,0,13.9,,,1.6,1.6,0,16,7.6,4.1,0.5
11/12/1977,13,33,0,15.8,,,0,0,0,11,5,2.2,-0.6
11/13/1977,16,44,0,15.2,,,1,0,1,10,5.5,2.8,0
11/14/1977,36,44,0,16.2,,,0,0,0,10,3.6,1.8,0
11/15/1977,0,0,0,20.5,,,2.6,0,2.6,10,-0.1,-2.5,-4.8
11/16/1977,0,0,0,20.8,,,0.4,0,0.4,13,-1,-2.8,-4.5
11/17/1977,0,0,0,25.4,,,0,0,0,12,-3.8,-7.4,-11
11/18/1977,0,0,0,29.8,,,0,0,0,12,-7.1,-11.8,-16.4
11/19/1977,36,56,0,32,,,0,0,0,12,-12,-14,-16
11/20/1977,0,0,0,36.2,,,0,0,0,12,-12.7,-18.2,-23.6
11/21/1977,0,0,0,34.3,,,0,0,0,12,-12.5,-16.3,-20
11/22/1977,0,0,0,38.4,,,0,0,0,12,-14.5,-20.4,-26.2
11/23/1977,0,0,0,39.9,,,0,0,0,12,-15.7,-21.9,-28.1
11/24/1977,0,0,0,37.2,,,0.4,0,0.4,12,-14.1,-19.2,-24.2
11/25/1977,0,0,0,35.8,,,4.4,0,5,12,-11.6,-17.8,-24
11/26/1977,0,0,0,27,,,0.2,0,0.2,17,-5,-9,-13
11/27/1977,0,0,0,20.8,,,1.4,0,2,18,-0.5,-2.8,-5
11/28/1977,0,0,0,17.9,,,11.2,0,11.2,20,1.2,0.1,-1
11/29/1977,14,41,0,15.8,,,5.8,0,5.8,25,4.4,2.2,0
11/30/1977,0,0,0,20.3,,,0,0,0,23,2.4,-2.3,-7
12/1/1977,0,0,0,23.1,,,6.2,0,7.6,23,-2.9,-5.1,-7.2
12/2/1977,0,0,0,28.5,,,0,0,0,31,-5,-10.5,-16
12/3/1977,35,63,0,37.5,,,1.4,0,1.6,31,-16,-19.5,-23
12/4/1977,0,0,0,44.7,,,0,0,0,32,-21.4,-26.7,-31.9
12/5/1977,0,0,0,45.5,,,0,0,0,30,-22.8,-27.5,-32.2
12/6/1977,15,67,0,42.4,,,1.4,0,1.4,28,-23.6,-24.4,-25.2
12/7/1977,18,52,0,44.5,,,0.6,0,0.6,28,-25,-26.5,-28
12/8/1977,36,37,0,47.9,,,0,0,0,26,-25.6,-29.9,-34.1
12/9/1977,0,0,0,48.9,,,0,0,0,26,-26.8,-30.9,-35
12/10/1977,0,0,0,45,,,7,0,7.8,27,-25,-27,-29
12/11/1977,0,0,0,35,,,5.6,0,6.6,32,-8,-17,-26
12/12/1977,13,35,0,22.7,,,0,0,0,39,-0.5,-4.7,-8.9
12/13/1977,0,0,0,20.9,,,10.2,0,10.2,43,2.3,-2.9,-8
12/14/1977,0,0,0,16.5,,,0.8,0.8,0,41,2.1,1.5,0.8
12/15/1977,0,0,0,19,,,2.8,0.6,2.8,36,0,-1,-2
12/16/1977,0,0,0,24,,,0,0,0,39,-1.9,-6,-10
12/17/1977,0,0,0,32,,,0,0,0,39,-9.6,-14,-18.3
12/18/1977,0,0,0,31.7,,,0,0,0,38,-8.3,-13.7,-19
12/19/1977,0,0,0,32.9,,,0.4,0,1.2,38,-9.2,-14.9,-20.5
12/20/1977,0,0,0,27.3,,,0,0,0,38,-8,-9.3,-10.5
12/21/1977,0,0,0,28.9,,,0,0,0,38,-6.6,-10.9,-15.1
12/22/1977,0,0,0,31,,,0.2,0,0.8,39,-10,-13,-16
12/23/1977,0,0,0,39.5,,,0,0,0,39,-15,-21.5,-27.9
12/24/1977,0,0,0,39,,,0,0,0,39,-15,-21,-27
12/25/1977,0,0,0,34,,,0,0,0,39,-14,-16,-18
12/26/1977,0,0,0,34.8,,,0.2,0,1,39,-13.2,-16.8,-20.3
12/27/1977,0,0,0,29.5,,,0.2,0,1.2,41,-8.7,-11.5,-14.3
12/28/1977,0,0,0,28.7,,,0,0,0,40,-7.8,-10.7,-13.6
12/29/1977,0,0,0,30.8,,,0,0,0,40,-9.6,-12.8,-16
12/30/1977,0,0,0,40.5,,,0,0,0,40,-16,-22.5,-28.9
12/31/1977,0,0,0,44.5,,,0,0,0,40,-19.9,-26.5,-33
1/1/1978,0,0,0,44.8,,,0,0,0,40,-21.6,-26.8,-31.9
1/2/1978,13,33,0,44.5,,,0,0,0,40,-22,-26.5,-31
1/3/1978,30,33,0,38.2,,,0,0,0,40,-17.3,-20.2,-23
1/4/1978,36,69,0,36.5,,,0,0,0,40,-15.8,-18.5,-21.2
1/5/1978,3,81,0,38.9,,,4.6,0,4.8,40,-19.8,-20.9,-22
1/6/1978,35,52,0,43.9,,,0,0,0,39,-20.8,-25.9,-31
1/7/1978,0,0,0,48.8,,,5,0,5,39,-24,-30.8,-37.5
1/8/1978,0,0,0,38.5,,,0,0,0,43,-17,-20.5,-24
1/9/1978,0,0,0,34.5,,,0,0,0,42,-13,-16.5,-20
1/10/1978,0,0,0,36.2,,,0,0,0.2,41,-12.8,-18.2,-23.6
1/11/1978,0,0,0,29.9,,,0,0,0,41,-10,-11.9,-13.8
1/12/1978,0,0,0,25.9,,,0,0,0,41,-5.8,-7.9,-10
1/13/1978,0,0,0,25.2,,,0.2,0.2,0,40,-6.3,-7.2,-8
1/14/1978,0,0,0,28.9,,,0,0,0,40,-8,-10.9,-13.7
1/15/1978,0,0,0,31,,,0,0,0,40,-12,-13,-14
1/16/1978,0,0,0,30.4,,,0,0,0,40,-8.9,-12.4,-15.8
1/17/1978,0,0,0,31,,,0,0,0,40,-11.9,-13,-14
1/18/1978,0,0,0,30.5,,,0,0,0,40,-9.6,-12.5,-15.4
1/19/1978,0,0,0,27.8,,,0,0,0,40,-8.6,-9.8,-11
1/20/1978,0,0,0,24.8,,,1.5,0,1.8,40,-3.6,-6.8,-10
1/21/1978,0,0,0,19.7,,,3.8,0,5.2,42,0.7,-1.7,-4
1/22/1978,0,0,0,23.5,,,0,0,0,47,-0.9,-5.5,-10
1/23/1978,0,0,0,27.2,,,15.8,0,16.6,47,-4,-9.2,-14.3
1/24/1978,0,0,0,20,,,2.2,0,2.2,60,0,-2,-4
1/25/1978,0,0,0,18.6,,,0,0,0,57,2.8,-0.6,-4
1/26/1978,0,0,0,26.6,,,0,0,0,55,-4,-8.6,-13.1
1/27/1978,0,0,0,33.2,,,0,0,0,55,-8.9,-15.2,-21.4
1/28/1978,0,0,0,36.1,,,0,0,0,55,-9.2,-18.1,-27
1/29/1978,0,0,0,36.9,,,0.6,0,0.6,55,-13.8,-18.9,-24
1/30/1978,35,35,0,34.5,,,0,0,0,55,-10.3,-16.5,-22.6
1/31/1978,0,0,0,38.9,,,0,0,0,55,-17,-20.9,-24.8
2/1/1978,0,0,0,45.1,,,0,0,0,55,-21.2,-27.1,-33
2/2/1978,0,0,0,47.7,,,0.2,0,0.4,55,-20.5,-29.7,-38.8
2/3/1978,0,0,0,36.2,,,0,0,0,55,-14.9,-18.2,-21.5
2/4/1978,0,0,0,30,,,9.8,0,10.4,55,-8,-12,-16
2/5/1978,0,0,0,21.4,,,2,2,0,65,5.3,-3.4,-12
2/6/1978,0,0,0,16.8,,,0,0,0,63,7.3,1.2,-5
2/7/1978,0,0,0,18.4,,,0,0,0,57,6.5,-0.4,-7.2
2/8/1978,0,0,0,21.6,,,1.8,0,2.8,56,2.8,-3.6,-10
2/9/1978,0,0,0,28.1,,,0.8,0,2,58,-4.4,-10.1,-15.8
2/10/1978,0,0,0,25.9,,,0.2,0,0.6,60,-4.8,-7.9,-11
2/11/1978,0,0,0,27.7,,,0,0,0,61,-5.4,-9.7,-14
2/12/1978,0,0,0,31.9,,,0,0,0,61,-6.9,-13.9,-20.8
2/13/1978,0,0,0,33.1,,,0,0,0,61,-7.3,-15.1,-22.9
2/14/1978,0,0,0,32.4,,,0,0,0,61,-6.9,-14.4,-21.8
2/15/1978,0,0,0,25,,,0,0,0,60,-3.2,-7,-10.8
2/16/1978,0,0,0,21.6,,,0,0,0,59,-1.3,-3.6,-5.9
2/17/1978,0,0,0,24.5,,,1.6,0,1.8,59,-1.3,-6.5,-11.7
2/18/1978,0,0,0,27.7,,,0.6,0,0.8,61,-2,-9.7,-17.4
2/19/1978,0,0,0,16.9,,,0,0,0,61,4.1,1.1,-2
2/20/1978,0,0,0,18.2,,,0,0,0,54,3.2,-0.2,-3.6
2/21/1978,0,0,0,15,,,0,0,0,50,6,3,-0.1
2/22/1978,21,57,0,15.2,,,4.2,3.8,0.4,43,4.5,2.8,1
2/23/1978,0,0,0,19.9,,,2.1,0,2.2,40,3.2,-1.9,-7
2/24/1978,0,0,0,25.5,,,0,0,0,40,-0.3,-7.5,-14.7
2/25/1978,0,0,0,27.4,,,0,0,0,40,-0.9,-9.4,-17.8
2/26/1978,0,0,0,29.1,,,0,0,0,40,-2.2,-11.1,-20
2/27/1978,4,72,0,22.8,,,0,0,0,40,0.4,-4.8,-10
2/28/1978,5,65,0,25.4,,,0,0,0,40,-2.7,-7.4,-12
3/1/1978,7,70,0,32.6,,,0,0,0,40,-8.2,-14.6,-21
3/2/1978,0,0,0,36.4,,,0,0,0,40,-13.4,-18.4,-23.4
3/3/1978,0,0,0,33.7,,,0,0,0,40,-9.3,-15.7,-22.1
3/4/1978,0,0,0,31.4,,,0,0,0,40,-6.7,-13.4,-20
3/5/1978,0,0,0,30.6,,,0,0,0,40,-2.9,-12.6,-22.2
3/6/1978,0,0,0,27.8,,,1.8,0,2,40,-0.6,-9.8,-19
3/7/1978,0,0,0,18,,,6.4,5.2,1.2,42,4,0,-4
3/8/1978,0,0,0,14,,,0,0,0,40,6.9,4,1
3/9/1978,0,0,0,17,,,0,0,0,38,5.3,1,-3.3
3/10/1978,0,0,0,15.9,,,0.2,0,0.2,36,5.2,2.1,-1
3/11/1978,0,0,0,19.6,,,0,0,0,36,3.2,-1.6,-6.4
3/12/1978,0,0,0,23.5,,,0,0,0,35,2,-5.5,-12.9
3/13/1978,0,0,0,19.1,,,0.3,0,0.4,35,2,-1.1,-4.1
3/14/1978,0,0,0,21.5,,,0,0,0,35,4.5,-3.5,-11.4
3/15/1978,0,0,0,25.6,,,0,0,0,35,2.2,-7.6,-17.3
3/16/1978,0,0,0,18.5,,,6.6,0.4,6.8,36,2,-0.5,-3
3/17/1978,0,0,0,17.7,,,0.2,0,0.2,38,4.5,0.3,-4
3/18/1978,0,0,0,22,,,0,0,0,37,4.3,-4,-12.3
3/19/1978,0,0,0,18.2,,,0,0,0,36,5.3,-0.2,-5.7
3/20/1978,28,35,0,13.4,,,0,0,0,34,8.1,4.6,1
3/21/1978,0,0,0,18.8,,,0,0,0,32,7.4,-0.8,-8.9
3/22/1978,0,0,0,20.9,,,0,0,0,32,6,-2.9,-11.8
3/23/1978,0,0,0,20.3,,,0.2,0,0.2,31,4.5,-2.3,-9
3/24/1978,0,0,0,22.5,,,8.2,0,8.2,38,-0.5,-4.5,-8.4
3/25/1978,0,0,0,18.6,,,8.6,1.8,6.8,44,4.5,-0.6,-5.7
3/26/1978,0,0,0,18.8,,,0,0,0,39,5.1,-0.8,-6.6
3/27/1978,0,0,0,18.6,,,2,2,0,38,6.6,-0.6,-7.8
3/28/1978,0,0,0,14.8,,,1,1,0,32,8.6,3.2,-2.3
3/29/1978,0,0,0,17.4,,,5.4,0.2,5.4,30,2.4,0.6,-1.3
3/30/1978,0,0,0,17.2,,,17.4,0,17.4,34,4.5,0.8,-3
3/31/1978,0,0,0,17.9,,,0,0,0,35,6.2,0.1,-6.1
4/1/1978,0,0,0,15.9,,,0.4,0,0.6,34,6.1,2.1,-2
4/2/1978,0,0,0,17.2,,,1,0,1.8,33,4.9,0.8,-3.3
4/3/1978,0,0,0,15.6,,,0,0,0,32,10,2.4,-5.2
4/4/1978,0,0,0,15.5,,,0,0,0,29,11.1,2.5,-6.1
4/5/1978,0,0,0,19,,,0.6,0,0.8,23,2.5,-1,-4.5
4/6/1978,0,0,0,13.7,,,0.2,0,0.3,23,12,4.3,-3.4
4/7/1978,23,33,0,14.6,,,0,0,0,21,8.8,3.4,-2
4/8/1978,0,0,0,14.9,,,0,0,0,20,7.1,3.1,-1
4/9/1978,0,0,0,16.8,,,3,3,0,19,4.6,1.2,-2.2
4/10/1978,32,33,0,12.8,,,1.2,1.2,0,15,8.3,5.2,2
4/11/1978,0,0,0,16.4,,,0,0,0,13,6.2,1.6,-3
4/12/1978,0,0,0,18.9,,,0,0,0,7,6.2,-0.9,-8
4/13/1978,3,56,0,19.1,,,0,0,0,6,1.8,-1.1,-4
4/14/1978,4,46,0,22.4,,,0,0,0,6,-1.8,-4.4,-7
4/15/1978,0,0,0,19.4,,,0,0,0,6,5.5,-1.4,-8.2
4/16/1978,9,33,0,15.2,,,0,0,0,5,9.5,2.8,-4
4/17/1978,0,0,0,15.9,,,2.6,2.6,0,0,5.2,2.1,-1
4/18/1978,8,33,0,13,,,1.2,1.2,0,0,11.5,5,-1.5
4/19/1978,9,44,0,13.8,,,0,0,0,0,10.9,4.2,-2.6
4/20/1978,10,41,0,9.5,,,0,0,0,0,11.6,8.5,5.3
4/21/1978,0,0,0,10.6,,,0,0,0,0,9.6,7.4,5.1
4/22/1978,0,0,0,11.5,,,3.6,3.6,0,0,10.7,6.5,2.2
4/23/1978,0,0,0,13.7,,,2.8,2.8,0,0,7,4.3,1.5
4/24/1978,0,0,0,11.6,,,0,0,0,0,12.9,6.4,-0.2
4/25/1978,0,0,0,11.2,,,0,0,0,0,16.9,6.8,-3.4
4/26/1978,0,0,0,10,,,0,0,0,0,18.8,8,-2.9
4/27/1978,0,0,0,10.2,,,4.6,4.6,0,0,11,7.8,4.5
4/28/1978,0,0,0,8.9,,,0.2,0.2,0,0,14.3,9.1,3.8
4/29/1978,0,0,0,13.3,,,0,0,0,0,12.3,4.7,-2.9
